clusterid,queryID,class,gene,allele,seqID,accession,positions,size,cluster_contains_multiple_genes,gene_found_in_multiple_clusters,bla_description,bla_class
143,TEM-138,Bla,TEM,TEM-138,1731,ARO_3001002,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-139,Bla,TEM,TEM-139,1732,ARO_3001003,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-143,Bla,TEM,TEM-143,1733,ARO_3001006,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-144.v1,Bla,TEM,TEM-144.v1,1734,ARG_DQ256080,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-144.v2,Bla,TEM,TEM-144.v2,1735,ARO_3001007,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-147,Bla,TEM,TEM-147,1736,ARO_3001014,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-149,Bla,TEM,TEM-149,1737,ARO_3001016,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-15,Bla,TEM,TEM-15,1738,ARO_3000886,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-153,Bla,TEM,TEM-153,1739,ARO_3001369,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-155,Bla,TEM,TEM-155,1740,ARO_3001021,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-157,Bla,TEM,TEM-157,1741,ARO_3001023,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-16,Bla,TEM,TEM-16,1742,ARO_3000887,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-164,Bla,TEM,TEM-164,1743,ARO_3001030,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-167,Bla,TEM,TEM-167,1744,ARO_3001033,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-168,Bla,TEM,TEM-168,1745,ARO_3001034,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-169,Bla,TEM,TEM-169,1746,ARO_3001035,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-17,Bla,TEM,TEM-17,1747,ARO_3000888,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-177,Bla,TEM,TEM-177,1748,ARO_3001042,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-184,Bla,TEM,TEM-184,1749,ARO_3001375,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-187,Bla,TEM,TEM-187,1750,ARO_3001047,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-188,Bla,TEM,TEM-188,1751,ARO_3001048,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-19,Bla,TEM,TEM-19,1752,ARO_3000890,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-197,Bla,TEM,TEM-197,1753,ARO_3001056,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-20.v1,Bla,TEM,TEM-20.v1,1754,ARG_EU527189,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-20.v2,Bla,TEM,TEM-20.v2,1755,ARO_3000891,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-207,Bla,TEM,TEM-207,1756,ARO_3001384,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-21.v1,Bla,TEM,TEM-21.v1,1757,ARG_AF466526,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-21.v2,Bla,TEM,TEM-21.v2,1758,ARO_3000892,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-211,Bla,TEM,TEM-211,1759,ARO_3001388,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-22,Bla,TEM,TEM-22,1760,ARO_3000893,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-24.v1,Bla,TEM,TEM-24.v1,1761,ARG_GQ293500,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-24.v2,Bla,TEM,TEM-24.v2,1762,ARO_3000894,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-26,Bla,TEM,TEM-26,1763,ARO_3000896,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-28,Bla,TEM,TEM-28,1764,ARO_3000898,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-29.v1,Bla,TEM,TEM-29.v1,1765,ARG_AJ277416,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-29.v2,Bla,TEM,TEM-29.v2,1766,ARO_3000899,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-3,Bla,TEM,TEM-3,1767,ARO_3000875,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-4,Bla,TEM,TEM-4,1768,ARO_3000876,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-43,Bla,TEM,TEM-43,1769,ARO_3000912,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-47,Bla,TEM,TEM-47,1770,ARO_3000916,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-48,Bla,TEM,TEM-48,1771,ARO_3000917,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-49,Bla,TEM,TEM-49,1772,ARO_3000918,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-52,Bla,TEM,TEM-52,1773,ARO_3000921,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-53,Bla,TEM,TEM-53,1774,ARO_3000922,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-6,Bla,TEM,TEM-6,1775,ARO_3000878,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-60,Bla,TEM,TEM-60,1776,ARO_3000929,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-63,Bla,TEM,TEM-63,1777,ARO_3000931,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-7,Bla,TEM,TEM-7,1778,ARO_3000879,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-71,Bla,TEM,TEM-71,1779,ARO_3000937,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-72,Bla,TEM,TEM-72,1780,ARO_3000938,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-8,Bla,TEM,TEM-8,1781,ARO_3000880,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-85,Bla,TEM,TEM-85,1782,ARO_3000952,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-86,Bla,TEM,TEM-86,1783,ARO_3000953,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-87,Bla,TEM,TEM-87,1784,ARO_3000954,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-88,Bla,TEM,TEM-88,1785,ARO_3000955,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-91,Bla,TEM,TEM-91,1786,ARO_3000958,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-92,Bla,TEM,TEM-92,1787,ARO_3000959,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-93,Bla,TEM,TEM-93,1788,ARO_3000960,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-94,Bla,TEM,TEM-94,1789,ARO_3000961,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
143,TEM-109,Bla,TEM,TEM-109,1790,ARO_3000972,-,-,no,no,inhibitor-resistant class A extended-spectrum beta-lactamase,Bla_ESBL_inhR
143,TEM-121,Bla,TEM,TEM-121,1791,ARO_3000983,-,-,no,no,inhibitor-resistant class A extended-spectrum beta-lactamase,Bla_ESBL_inhR
143,TEM-125,Bla,TEM,TEM-125,1792,ARO_3000987,-,-,no,no,inhibitor-resistant class A extended-spectrum beta-lactamase,Bla_ESBL_inhR
143,TEM-151,Bla,TEM,TEM-151,1793,ARO_3001018,-,-,no,no,inhibitor-resistant class A extended-spectrum beta-lactamase,Bla_ESBL_inhR
143,TEM-152,Bla,TEM,TEM-152,1794,ARO_3001019,-,-,no,no,inhibitor-resistant class A extended-spectrum beta-lactamase,Bla_ESBL_inhR
143,TEM-154,Bla,TEM,TEM-154,1795,ARO_3001020,-,-,no,no,inhibitor-resistant class A extended-spectrum beta-lactamase,Bla_ESBL_inhR
143,TEM-158,Bla,TEM,TEM-158,1796,ARO_3001024,-,-,no,no,inhibitor-resistant class A extended-spectrum beta-lactamase,Bla_ESBL_inhR
143,TEM-178,Bla,TEM,TEM-178,1797,ARO_3001043,-,-,no,no,inhibitor-resistant class A extended-spectrum beta-lactamase,Bla_ESBL_inhR
143,TEM-68,Bla,TEM,TEM-68,1798,ARO_3000935,-,-,no,no,inhibitor-resistant class A extended-spectrum beta-lactamase,Bla_ESBL_inhR
143,TEM-1D.v1,Bla,TEM,TEM-1D.v1,1799,ARG_AF188200,-,-,no,no,NA,NA
144,THIN-B,Bla,THIN-B,THIN-B,1800,ARO_3000851,-,-,no,no,subclass B3 metallo-beta-lactamase,Bla
145,TLA-1.v1,Bla,TLA,TLA-1.v1,1801,ARG_GU441460,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
145,TLA-1.v2,Bla,TLA,TLA-1.v2,1802,ARO_3003202,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
145,TLA-2,Bla,TLA,TLA-2,1803,ARO_3003203,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
145,TLA-3,Bla,TLA,TLA-3,1804,ARO_3003204,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
146,TMB-2,Bla,TMB,TMB-2,1805,ARO_3004106,-,-,no,no,subclass B1 metallo beta-lactamase,Bla
146,TMB-1,Bla,TMB,TMB-1,1806,ARO_3004105,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
147,TRU-1,Bla,TRU,TRU-1,1807,ARO_3004450,-,-,no,no,class C beta-lactamase,Bla
148,TUS-1,Bla,TUS,TUS-1,1808,ARO_3000844,-,-,no,no,subclass B1 metallo beta-lactamase,Bla
149,VCC-1,Bla,VCC,VCC-1,1809,ARO_3003713,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb
150,VEB-1,Bla,VEB,VEB-1,1810,ARO_3002370,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
150,VEB-2,Bla,VEB,VEB-2,1811,ARO_3002371,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
150,VEB-3,Bla,VEB,VEB-3,1812,ARO_3002372,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
150,VEB-4,Bla,VEB,VEB-4,1813,ARO_3002373,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
150,VEB-5,Bla,VEB,VEB-5,1814,ARO_3002375,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
150,VEB-6,Bla,VEB,VEB-6,1815,ARO_3002374,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
150,VEB-7,Bla,VEB,VEB-7,1816,ARO_3002376,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
150,VEB-8,Bla,VEB,VEB-8,1817,ARO_3002377,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
150,VEB-9,Bla,VEB,VEB-9,1818,ARO_3002378,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
150,VEB-1b,Bla,VEB,VEB-1b,1819,ARO_3003712,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
151,VIM-1,Bla,VIM,VIM-1,1820,ARO_3002271,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-11,Bla,VIM,VIM-11,1821,ARO_3002281,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-12,Bla,VIM,VIM-12,1822,ARO_3002282,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-13,Bla,VIM,VIM-13,1823,ARO_3002283,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-14.v2,Bla,VIM,VIM-14.v2,1824,ARO_3002284,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-15,Bla,VIM,VIM-15,1825,ARO_3002285,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-16,Bla,VIM,VIM-16,1826,ARO_3002286,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-17,Bla,VIM,VIM-17,1827,ARO_3002287,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-18,Bla,VIM,VIM-18,1828,ARO_3002288,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-19,Bla,VIM,VIM-19,1829,ARO_3002289,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-2,Bla,VIM,VIM-2,1830,ARO_3002272,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-20,Bla,VIM,VIM-20,1831,ARO_3002290,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-23,Bla,VIM,VIM-23,1832,ARO_3002293,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-24,Bla,VIM,VIM-24,1833,ARO_3002294,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-25,Bla,VIM,VIM-25,1834,ARO_3002295,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-26,Bla,VIM,VIM-26,1835,ARO_3002296,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-27,Bla,VIM,VIM-27,1836,ARO_3002297,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-28,Bla,VIM,VIM-28,1837,ARO_3002298,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-29,Bla,VIM,VIM-29,1838,ARO_3002299,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-3,Bla,VIM,VIM-3,1839,ARO_3002273,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-30,Bla,VIM,VIM-30,1840,ARO_3002300,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-31,Bla,VIM,VIM-31,1841,ARO_3002301,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-32,Bla,VIM,VIM-32,1842,ARO_3002302,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-33,Bla,VIM,VIM-33,1843,ARO_3002303,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-34,Bla,VIM,VIM-34,1844,ARO_3002304,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-35,Bla,VIM,VIM-35,1845,ARO_3002305,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-36,Bla,VIM,VIM-36,1846,ARO_3002306,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-37,Bla,VIM,VIM-37,1847,ARO_3002307,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-38,Bla,VIM,VIM-38,1848,ARO_3002308,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-39,Bla,VIM,VIM-39,1849,ARO_3002309,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-4,Bla,VIM,VIM-4,1850,ARO_3002274,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-42,Bla,VIM,VIM-42,1851,ARO_3003178,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-43,Bla,VIM,VIM-43,1852,ARO_3003179,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-5,Bla,VIM,VIM-5,1853,ARO_3002275,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-6,Bla,VIM,VIM-6,1854,ARO_3002276,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-7,Bla,VIM,VIM-7,1855,ARO_3002277,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-8,Bla,VIM,VIM-8,1856,ARO_3002278,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-9,Bla,VIM,VIM-9,1857,ARO_3002279,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
151,VIM-10,Bla,VIM,VIM-10,1858,ARO_3002280,-,-,no,no,carbapenem-hydrolyzing subclass B1 beta-lactamase,Bla_Carb
151,VIM-14.v1,Bla,VIM,VIM-14.v1,1859,ARG_EF055455,-,-,no,no,carbapenem-hydrolyzing subclass B1 beta-lactamase,Bla_Carb
152,ICR-Mo,Col,ICR-Mo,ICR-Mo,1860,ARO_3004569,-,-,no,no,NA,NA
153,mcr-1.1,Col,Mcr1,mcr-1.1,1861,ARO_3003689,-,-,no,no,NA,NA
153,mcr-1.10,Col,Mcr1,mcr-1.10,1862,ARO_3004506,-,-,no,no,NA,NA
153,mcr-1.11,Col,Mcr1,mcr-1.11,1863,ARO_3004688,-,-,no,no,NA,NA
153,mcr-1.12,Col,Mcr1,mcr-1.12,1864,ARO_3004689,-,-,no,no,NA,NA
153,mcr-1.13,Col,Mcr1,mcr-1.13,1865,ARO_3004690,-,-,no,no,NA,NA
153,mcr-1.2,Col,Mcr1,mcr-1.2,1866,ARO_3004194,-,-,no,no,NA,NA
153,mcr-1.3,Col,Mcr1,mcr-1.3,1867,ARO_3004514,-,-,no,no,NA,NA
153,mcr-1.4,Col,Mcr1,mcr-1.4,1868,ARO_3004515,-,-,no,no,NA,NA
153,mcr-1.5,Col,Mcr1,mcr-1.5,1869,ARO_3004685,-,-,no,no,NA,NA
153,mcr-1.6,Col,Mcr1,mcr-1.6,1870,ARO_3004513,-,-,no,no,NA,NA
153,mcr-1.7,Col,Mcr1,mcr-1.7,1871,ARO_3004686,-,-,no,no,NA,NA
153,mcr-1.8,Col,Mcr1,mcr-1.8,1872,ARO_3004687,-,-,no,no,NA,NA
153,mcr-1.9_v1,Col,Mcr1,mcr-1.9_v1,1873,ARG_KY964067.1,-,-,no,no,NA,NA
153,mcr-1.9_v2,Col,Mcr1,mcr-1.9_v2,1874,ARO_3004507,-,-,no,no,NA,NA
154,mcr-2.1,Col,Mcr2,mcr-2.1,1875,ARO_3004110,-,-,no,no,NA,NA
154,mcr-2.2,Col,Mcr2,mcr-2.2,1876,ARO_3004502,-,-,no,no,NA,NA
155,mcr-3.1,Col,Mcr3,mcr-3.1,1877,ARO_3004139,-,-,no,no,NA,NA
155,mcr-3.10,Col,Mcr3,mcr-3.10,1878,ARO_3004504,-,-,no,no,NA,NA
155,mcr-3.11,Col,Mcr3,mcr-3.11,1879,ARO_3004500,-,-,no,no,NA,NA
155,mcr-3.12,Col,Mcr3,mcr-3.12,1880,ARO_3004693,-,-,no,no,NA,NA
155,mcr-3.2,Col,Mcr3,mcr-3.2,1881,ARO_3004511,-,-,no,no,NA,NA
155,mcr-3.3,Col,Mcr3,mcr-3.3,1882,ARO_3004662,-,-,no,no,NA,NA
155,mcr-3.4,Col,Mcr3,mcr-3.4,1883,ARO_3004691,-,-,no,no,NA,NA
155,mcr-3.5,Col,Mcr3,mcr-3.5,1884,ARO_3004505,-,-,no,no,NA,NA
155,mcr-3.6,Col,Mcr3,mcr-3.6,1885,ARO_3004503,-,-,no,no,NA,NA
155,mcr-3.7,Col,Mcr3,mcr-3.7,1886,ARO_3004510,-,-,no,no,NA,NA
155,mcr-3.8,Col,Mcr3,mcr-3.8,1887,ARO_3004509,-,-,no,no,NA,NA
155,mcr-3.9,Col,Mcr3,mcr-3.9,1888,ARO_3004508,-,-,no,no,NA,NA
156,mcr-4.1,Col,Mcr4,mcr-4.1,1889,ARO_3004325,-,-,no,no,NA,NA
156,mcr-4.2,Col,Mcr4,mcr-4.2,1890,ARO_3004694,-,-,no,no,NA,NA
156,mcr-4.3,Col,Mcr4,mcr-4.3,1891,ARO_3004695,-,-,no,no,NA,NA
156,mcr-4.4,Col,Mcr4,mcr-4.4,1892,ARO_3004696,-,-,no,no,NA,NA
156,mcr-4.5,Col,Mcr4,mcr-4.5,1893,ARO_3004697,-,-,no,no,NA,NA
157,mcr-5.1,Col,Mcr5,mcr-5.1,1894,ARO_3004332,-,-,no,no,NA,NA
157,mcr-5.2,Col,Mcr5,mcr-5.2,1895,ARO_3004698,-,-,no,no,NA,NA
158,mcr-6.1,Col,Mcr6,mcr-6.1,1896,ARO_3004501,-,-,no,no,NA,NA
159,mcr-7.1,Col,Mcr7,mcr-7.1,1897,ARO_3004517,-,-,no,no,NA,NA
160,mcr-8.1,Col,Mcr8,mcr-8.1,1898,ARO_3004516,-,-,no,no,NA,NA
161,mcr-9.1,Col,Mcr9,mcr-9.1,1899,ARO_3004684,-,-,no,no,NA,NA
162,fomA,Fcyn,Fom,fomA,1900,ARO_3000423,-,-,no,no,NA,NA
162,fomB,Fcyn,Fom,fomB,1901,ARO_3000449,-,-,no,no,NA,NA
163,fosA2,Fcyn,FosA,fosA2,1902,ARO_3002804,-,-,no,no,NA,NA
163,fosA3,Fcyn,FosA,fosA3,1903,ARO_3002872,-,-,no,no,NA,NA
163,fosA4,Fcyn,FosA,fosA4,1904,ARO_3003210,-,-,no,no,NA,NA
163,fosA7,Fcyn,FosA,fosA7,1905,ARO_3004113,-,-,no,no,NA,NA
164,fosB.1,Fcyn,FosB,fosB.1,1906,ARO_3004661,-,-,no,no,NA,NA
164,fosB.2,Fcyn,FosB,fosB.2,1907,ARO_3000172,-,-,no,no,NA,NA
164,fosB1,Fcyn,FosB,fosB1,1908,ARO_3004670,-,-,no,no,NA,NA
164,fosB3,Fcyn,FosB,fosB3,1909,ARO_3002873,-,-,no,no,NA,NA
164,fosB4,Fcyn,FosB,fosB4,1910,ARO_3004671,-,-,no,no,NA,NA
164,fosB5,Fcyn,FosB,fosB5,1911,ARO_3004672,-,-,no,no,NA,NA
164,fosB6,Fcyn,FosB,fosB6,1912,ARO_3004673,-,-,no,no,NA,NA
165,fosC,Fcyn,FosC,fosC,1913,ARO_3000380,-,-,no,no,NA,NA
165,fosC2,Fcyn,FosC,fosC2,1914,ARO_3002874,-,-,no,no,NA,NA
166,fosD,Fcyn,FosD,fosD,1915,ARO_3004674,-,-,no,no,NA,NA
167,fosK,Fcyn,FosK,fosK,1916,ARO_3003207,-,-,no,no,NA,NA
168,fosX.v1,Fcyn,FosX,fosX.v1,1917,ARG_AP010904,-,-,no,no,NA,NA
168,fosX.v2,Fcyn,FosX,fosX.v2,1918,ARO_3000198,-,-,no,no,NA,NA
169,crpP,Flq,CrpP,crpP,1919,ARO_3004468,-,-,no,no,NA,NA
170,norA,Flq,NorA,norA,1920,ARO_3004667,-,-,no,no,NA,NA
171,qepA2,Flq,QepA,qepA2,1921,ARO_3004103,-,-,no,no,NA,NA
172,mfpA,Flq,Qnr,mfpA,1922,ARO_3003035,-,-,no,no,NA,NA
173,qnrA1,Flq,QnrA,qnrA1,1923,ARO_3002707,-,-,no,no,NA,NA
173,qnrA2,Flq,QnrA,qnrA2,1924,ARO_3002708,-,-,no,no,NA,NA
173,qnrA3,Flq,QnrA,qnrA3,1925,ARO_3002709,-,-,no,no,NA,NA
173,qnrA4,Flq,QnrA,qnrA4,1926,ARO_3002710,-,-,no,no,NA,NA
173,qnrA5,Flq,QnrA,qnrA5,1927,ARO_3002711,-,-,no,no,NA,NA
173,qnrA6,Flq,QnrA,qnrA6,1928,ARO_3002712,-,-,no,no,NA,NA
173,qnrA7,Flq,QnrA,qnrA7,1929,ARO_3002713,-,-,no,no,NA,NA
174,qnrB1.v1,Flq,QnrB,qnrB1.v1,1930,ARG_DQ351241,-,-,no,no,NA,NA
174,qnrB1.v2,Flq,QnrB,qnrB1.v2,1931,ARO_3002714,-,-,no,no,NA,NA
174,qnrB10,Flq,QnrB,qnrB10,1932,ARO_3002724,-,-,no,no,NA,NA
174,qnrB12,Flq,QnrB,qnrB12,1933,ARO_3002726,-,-,no,no,NA,NA
174,qnrB13.v1,Flq,QnrB,qnrB13.v1,1934,ARG_EU273756,-,-,no,no,NA,NA
174,qnrB13.v2,Flq,QnrB,qnrB13.v2,1935,ARO_3002727,-,-,no,no,NA,NA
174,qnrB14,Flq,QnrB,qnrB14,1936,ARO_3002728,-,-,no,no,NA,NA
174,qnrB15,Flq,QnrB,qnrB15,1937,ARO_3002730,-,-,no,no,NA,NA
174,qnrB16,Flq,QnrB,qnrB16,1938,ARO_3002731,-,-,no,no,NA,NA
174,qnrB17,Flq,QnrB,qnrB17,1939,ARO_3002732,-,-,no,no,NA,NA
174,qnrB18,Flq,QnrB,qnrB18,1940,ARO_3002733,-,-,no,no,NA,NA
174,qnrB19,Flq,QnrB,qnrB19,1941,ARO_3002734,-,-,no,no,NA,NA
174,qnrB2.v1,Flq,QnrB,qnrB2.v1,1942,ARG_DQ351242,-,-,no,no,NA,NA
174,qnrB2.v2,Flq,QnrB,qnrB2.v2,1943,ARO_3002715,-,-,no,no,NA,NA
174,qnrB20,Flq,QnrB,qnrB20,1944,ARO_3002735,-,-,no,no,NA,NA
174,qnrB21,Flq,QnrB,qnrB21,1945,ARO_3002736,-,-,no,no,NA,NA
174,qnrB22,Flq,QnrB,qnrB22,1946,ARO_3002737,-,-,no,no,NA,NA
174,qnrB23,Flq,QnrB,qnrB23,1947,ARO_3002738,-,-,no,no,NA,NA
174,qnrB24,Flq,QnrB,qnrB24,1948,ARO_3002739,-,-,no,no,NA,NA
174,qnrB25,Flq,QnrB,qnrB25,1949,ARO_3002740,-,-,no,no,NA,NA
174,qnrB26,Flq,QnrB,qnrB26,1950,ARO_3002741,-,-,no,no,NA,NA
