seqID,clusterid,gene,allele,cluster_contains_multiple_genes,gene_found_in_multiple_clusters,idInFile,symbol,class,accession,positions,size,Lahey,Bla_Class
1448,161,CEPA-85_Bla,CEPA-49,no,no,Bla___CEPA-49___U05886___404-1306___903,CEPA-49,Bla,U05886,404-1306,903,NA,NA
1449,161,CEPA-85_Bla,CEPA-44,no,no,Bla___CEPA-44___U05885___556-1458___903,CEPA-44,Bla,U05885,556-1458,903,NA,NA
1450,161,CEPA-85_Bla,CEPA-29,no,no,Bla___CEPA-29___U05884___556-1458___903,CEPA-29,Bla,U05884,556-1458,903,NA,NA
1451,161,CEPA-85_Bla,CEPA-29,no,no,Bla___CEPA-29___FR688019___1-903___903,CEPA-29,Bla,FR688019,1-903,903,NA,NA
1476,216,BlaZ_Bla,BlaZ,no,no,Bla___BlaZ___AB245469___2235-3080___861,BlaZ,Bla,AB245469,2235-3080,861,NA,NA
1483,211,BEL-1_Bla,BEL-1,no,no,Bla___BEL-1___GU250439___763-1614___852,BEL-1,Bla,GU250439,763-1614,852,class A extended-spectrum beta-lactamase BEL-1,Bla_ESBL
1484,211,BEL-1_Bla,BEL-2,no,no,Bla___BEL-2___FJ666063___1-852___852,BEL-2,Bla,FJ666063,1-852,852,class A extended-spectrum beta-lactamase BEL-2,Bla_ESBL
1485,211,BEL-1_Bla,BEL-3,no,no,Bla___BEL-3___GQ202694___1-852___852,BEL-3,Bla,GQ202694,1-852,852,class A extended-spectrum beta-lactamase BEL-3,Bla_ESBL
1490,288,OXA-198_Bla,OXA-198,no,yes,Bla___OXA-198___HQ634775___3013-3801___779,OXA-198,Bla,HQ634775,3013-3801,779,class D beta-lactamase OXA-198,Bla
1491,4,MECA_Bla,MECA,no,no,Bla___MECA___AB221124___91-2097___2007,MECA,Bla,AB221124,91-2097,2007,NA,NA
1494,283,OXA-45_Bla,OXA-45,no,yes,Bla___OXA-45___AM849110___2553-3347___795,OXA-45,Bla,AM849110,2553-3347,795,oxacillin-hydrolyzing class D extended-spectrum beta-lactamase OXA-45,Bla_ESBL
1495,282,OXA-12_Bla,OXA-12,no,yes,Bla___OXA-12___U10251___181-975___795,OXA-12,Bla,U10251,181-975,795,oxacillin-hydrolyzing class D beta-lactamase OXA-12,Bla
1499,287,OXA-50_Bla,OXA-50,no,yes,Bla___OXA-50___AM117128___1-789___789,OXA-50,Bla,AM117128,1-789,789,oxacillin-hydrolyzing class D beta-lactamase OXA-50,Bla
1504,260,OXA-63_Bla,OXA-63,no,yes,Bla___OXA-63___AY619003___704-1510___807,OXA-63,Bla,AY619003,704-1510,807,oxacillin-hydrolyzing class D beta-lactamase OXA-63,Bla
1505,260,OXA-63_Bla,OXA-136,no,yes,Bla___OXA-136___EU086830___89-898___810,OXA-136,Bla,EU086830,89-898,810,oxacillin-hydrolyzing class D beta-lactamase OXA-136,Bla
1506,260,OXA-63_Bla,OXA-137,no,yes,Bla___OXA-137___EU086835___89-898___810,OXA-137,Bla,EU086835,89-898,810,oxacillin-hydrolyzing class D beta-lactamase OXA-137,Bla
1507,260,OXA-63_Bla,OXA-192,no,yes,Bla___OXA-192___JF273470___1-810___810,OXA-192,Bla,JF273470,1-810,810,class D beta-lactamase OXA-192,Bla
1509,266,OXA-5_Bla,OXA-5,no,yes,Bla___OXA-5___X58272___80-883___804,OXA-5,Bla,X58272,80-883,804,oxacillin-hydrolyzing class D beta-lactamase OXA-5,Bla
1510,266,OXA-5_Bla,OXA-129,no,yes,Bla___OXA-129___AM932669___699-1502___804,OXA-129,Bla,AM932669,699-1502,804,class D beta-lactamase OXA-129,Bla
1514,269,OXA-7_Bla,OXA-7,no,yes,Bla___OXA-7___X75562___135-935___801,OXA-7,Bla,X75562,135-935,801,oxacillin-hydrolyzing class D beta-lactamase OXA-7,Bla
1515,269,OXA-7_Bla,OXA-10,no,yes,Bla___OXA-10___HQ386834___1465-2265___801,OXA-10,Bla,HQ386834,1465-2265,801,oxacillin-hydrolyzing class D beta-lactamase OXA-10,Bla
1516,269,OXA-7_Bla,OXA-11,no,yes,Bla___OXA-11___Z22590___155-955___801,OXA-11,Bla,Z22590,155-955,801,class D extended-spectrum beta-lactamase OXA-11,Bla_ESBL
1517,269,OXA-7_Bla,OXA-13,no,yes,Bla___OXA-13___U59183___940-1740___801,OXA-13,Bla,U59183,940-1740,801,oxacillin-hydrolyzing class D beta-lactamase OXA-13,Bla
1518,269,OXA-7_Bla,OXA-14,no,yes,Bla___OXA-14___L38523___1-775___775,OXA-14,Bla,L38523,1-775,775,oxacillin-hydrolyzing class D extended-spectrum beta-lactamase OXA-14,Bla_ESBL
1519,269,OXA-7_Bla,OXA-16,no,yes,Bla___OXA-16___AF043100___1-775___775,OXA-16,Bla,AF043100,1-775,775,oxacillin-hydrolyzing class D extended-spectrum beta-lactamase OXA-16,Bla_ESBL
1520,269,OXA-7_Bla,OXA-17,no,yes,Bla___OXA-17___DQ902344___2717-3517___801,OXA-17,Bla,DQ902344,2717-3517,801,oxacillin-hydrolyzing class D extended-spectrum beta-lactamase OXA-17,Bla_ESBL
1521,269,OXA-7_Bla,OXA-19,no,yes,Bla___OXA-19___FJ906752___1219-2019___801,OXA-19,Bla,FJ906752,1219-2019,801,class D extended-spectrum beta-lactamase OXA-19,Bla_ESBL
1522,269,OXA-7_Bla,OXA-28,no,yes,Bla___OXA-28___FJ374756___1337-2137___801,OXA-28,Bla,FJ374756,1337-2137,801,class D extended-spectrum beta-lactamase OXA-28,Bla_ESBL
1523,269,OXA-7_Bla,OXA-35,no,yes,Bla___OXA-35___FJ957893___1271-2071___801,OXA-35,Bla,FJ957893,1271-2071,801,oxacillin-hydrolyzing class D extended-spectrum beta-lactamase OXA-35,Bla_ESBL
1524,269,OXA-7_Bla,OXA-56,no,yes,Bla___OXA-56___AY445080___1-801___801,OXA-56,Bla,AY445080,1-801,801,oxacillin-hydrolyzing class D beta-lactamase OXA-56,Bla
1525,269,OXA-7_Bla,OXA-74,no,yes,Bla___OXA-74___AJ854182___1-801___801,OXA-74,Bla,AJ854182,1-801,801,class D beta-lactamase OXA-74,Bla
1526,269,OXA-7_Bla,OXA-101,no,yes,Bla___OXA-101___AM412777___118-918___801,OXA-101,Bla,AM412777,118-918,801,class D beta-lactamase OXA-101,Bla
1527,269,OXA-7_Bla,OXA-142,no,yes,Bla___OXA-142___EU358785___721-1521___801,OXA-142,Bla,EU358785,721-1521,801,oxacillin-hydrolyzing class D extended-spectrum beta-lactamase OXA-142,Bla_ESBL
1528,269,OXA-7_Bla,OXA-145,no,yes,Bla___OXA-145___FJ790516___1288-2085___798,OXA-145,Bla,FJ790516,1288-2085,798,class D extended-spectrum beta-lactamase OXA-145,Bla_ESBL
1529,269,OXA-7_Bla,OXA-147,no,yes,Bla___OXA-147___FJ848783___1271-2071___801,OXA-147,Bla,FJ848783,1271-2071,801,class D extended-spectrum beta-lactamase OXA-147,Bla_ESBL
1530,269,OXA-7_Bla,OXA-183,no,yes,Bla___OXA-183___HQ111474___1057-1857___801,OXA-183,Bla,HQ111474,1057-1857,801,class D beta-lactamase OXA-183,Bla
1531,269,OXA-7_Bla,OXA-240,no,yes,Bla___OXA-240___JX089628___1-801___801,OXA-240,Bla,JX089628,1-801,801,class D beta-lactamase OXA-240,Bla
1532,269,OXA-7_Bla,OXA-251,no,yes,Bla___OXA-251___JN118546______1762-2562___801,OXA-251,Bla,JN118546,1762-2562,801,class D beta-lactamase OXA-251,Bla
1533,269,OXA-7_Bla,OXA-256,no,yes,Bla___OXA-256___HE616889___1827-2627___801,OXA-256,Bla,HE616889,1827-2627,801,class D beta-lactamase OXA-256,Bla
1540,57,AmpS_Bla,AmpS,no,no,Bla___AmpS___NC_014932___210005-211252___1248,AmpS,Bla,NC_014932,210005-211252,1248,NA,NA
1542,51,BlaA2_Bla,BlaA2,no,no,Bla___BlaA2___NC_010410___2507740-2509014___1275,BlaA2,Bla,NC_010410,2507740-2509014,1275,NA,NA
1583,302,CEPH_Bla,CEPH-A3,yes,no,Bla___CEPH-A3___AY112998___197-961___765,CEPH-A3,Bla,AY112998,197-961,765,NA,NA
1584,302,CEPH_Bla,IMIS,yes,no,Bla___IMIS___Y10415___126-893___768,IMIS,Bla,Y10415,126-893,768,NA,NA
1585,302,CEPH_Bla,IMIH,yes,no,Bla___IMIH___AJ548797___924-1688___765,IMIH,Bla,AJ548797,924-1688,765,NA,NA
1586,302,CEPH_Bla,cphA,yes,no,Bla___cphA___AY261378___1-765___765,cphA,Bla,AY261378,1-765,765,NA,NA
1587,302,CEPH_Bla,cphA4,yes,no,Bla___cphA4___AY227050___131-895___765,cphA4,Bla,AY227050,131-895,765,NA,NA
1588,302,CEPH_Bla,cphA5,yes,no,Bla___cphA5___AY227051___1-765___765,cphA5,Bla,AY227051,1-765,765,NA,NA
1589,302,CEPH_Bla,cphA6,yes,no,Bla___cphA6___AY227052___1-765___765,cphA6,Bla,AY227052,1-765,765,NA,NA
1590,302,CEPH_Bla,cphA7,yes,no,Bla___cphA7___AY227053___1-765___765,cphA7,Bla,AY227053,1-765,765,NA,NA
1591,302,CEPH_Bla,cphA8,yes,no,Bla___cphA8___AY261375___1-765___765,cphA8,Bla,AY261375,1-765,765,NA,NA
1593,304,OXA-85_Bla,OXA-85,no,yes,Bla___OXA-85___AY227054___1-765___765,OXA-85,Bla,AY227054,1-765,765,oxacillin-hydrolyzing class D beta-lactamase OXA-85,Bla
1619,223,OXA-9_Bla,OXA-9,no,yes,Bla___OXA-9___NC_015515___451-1290___840,OXA-9,Bla,NC_015515,451-1290,840,oxacillin-hydrolyzing class D beta-lactamase OXA-9,Bla
1623,220,OXA-58_Bla,OXA-58,no,yes,Bla___OXA-58___AY665723___3301-4143___843,OXA-58,Bla,AY665723,3301-4143,843,carbapenem-hydrolyzing class D beta-lactamase OXA-58,Bla_Carb
1624,220,OXA-58_Bla,OXA-96,no,yes,Bla___OXA-96___DQ519090___63-905___843,OXA-96,Bla,DQ519090,63-905,843,carbapenem-hydrolyzing class D beta-lactamase OXA-96,Bla_Carb
1625,220,OXA-58_Bla,OXA-97,no,yes,Bla___OXA-97___EF102240___11723-12565___843,OXA-97,Bla,EF102240,11723-12565,843,carbapenem-hydrolyzing class D beta-lactamase OXA-97,Bla_Carb
1626,220,OXA-58_Bla,OXA-164,no,yes,Bla___OXA-164___GU831575___1-843___843,OXA-164,Bla,GU831575,1-843,843,carbapenem-hydrolyzing class D beta-lactamase OXA-164,Bla_Carb
1630,151,AIM-1_Bla,AIM-1,no,no,Bla___AIM-1___AM998375___1173-2084___912,AIM-1,Bla,AM998375,1173-2084,912,NA,NA
1631,150,AER-1_Bla,AER-1,yes,no,Bla___AER-1___U14748___325-1239___915,AER-1,Bla,U14748,325-1239,915,NA,NA
1641,156,TLA-1_Bla,TLA-1,no,no,Bla___TLA-1___GU441460___3220-4125___906,TLA-1,Bla,GU441460,3220-4125,906,NA,NA
1642,159,CTX-M-2_Bla,CTX-M-2,no,yes,Bla___CTX-M-2___EF592570___5803-6678___876,CTX-M-2,Bla,EF592570,5803-6678,876,class A extended-spectrum beta-lactamase CTX-M-2,Bla_ESBL
1643,159,CTX-M-2_Bla,CTX-M-4,no,yes,Bla___CTX-M-4___Y14156___1-876___876,CTX-M-4,Bla,Y14156,1-876,876,class A extended-spectrum beta-lactamase CTX-M-4,Bla_ESBL
1644,159,CTX-M-2_Bla,CTX-M-5,no,yes,Bla___CTX-M-5___JN003855___131-1007___876,CTX-M-5,Bla,JN003855,131-1007,876,class A extended-spectrum beta-lactamase CTX-M-5,Bla_ESBL
1645,159,CTX-M-2_Bla,CTX-M-6,no,yes,Bla___CTX-M-6___AJ005045___1-876___876,CTX-M-6,Bla,AJ005045,1-876,876,class A extended-spectrum beta-lactamase CTX-M-6,Bla_ESBL
1646,159,CTX-M-2_Bla,CTX-M-7,no,yes,Bla___CTX-M-7___AJ005045___1-876___976,CTX-M-7,Bla,AJ005045,1-876,976,class A extended-spectrum beta-lactamase CTX-M-7,Bla_ESBL
1647,159,CTX-M-2_Bla,CTX-M-20,no,yes,Bla___CTX-M-20___AJ416344___304-1179___876,CTX-M-20,Bla,AJ416344,304-1179,876,class A extended-spectrum beta-lactamase CTX-M-20,Bla_ESBL
1648,159,CTX-M-2_Bla,CTX-M-31,no,yes,Bla___CTX-M-31___AJ567482___1-876___876,CTX-M-31,Bla,AJ567482,1-876,876,class A extended-spectrum beta-lactamase CTX-M-31,Bla_ESBL
1649,159,CTX-M-2_Bla,CTX-M-35,no,yes,Bla___CTX-M-35___AB176534___1-876___876,CTX-M-35,Bla,AB176534,1-876,876,NA,NA
1650,159,CTX-M-2_Bla,CTX-M-43,no,yes,Bla___CTX-M-43___HQ734713___1-876___876,CTX-M-43,Bla,HQ734713,1-876,876,class A extended-spectrum beta-lactamase CTX-M-43,Bla_ESBL
1651,159,CTX-M-2_Bla,CTX-M-44,no,yes,Bla___CTX-M-44___D37830___91-966___876,CTX-M-44,Bla,D37830,91-966,876,class A extended-spectrum beta-lactamase CTX-M-44,Bla_ESBL
1652,159,CTX-M-2_Bla,CTX-M-56,no,yes,Bla___CTX-M-56___EF374097___1-876___876,CTX-M-56,Bla,EF374097,1-876,876,class A extended-spectrum beta-lactamase CTX-M-56,Bla_ESBL
1653,159,CTX-M-2_Bla,CTX-M-59,no,yes,Bla___CTX-M-59___EU622856___6869-7744___876,CTX-M-59,Bla,EU622856,6869-7744,876,class A extended-spectrum beta-lactamase CTX-M-59,Bla_ESBL
1654,159,CTX-M-2_Bla,CTX-M-74,no,yes,Bla___CTX-M-74___GQ149243___1-873___873,CTX-M-74,Bla,GQ149243,1-873,873,class A extended-spectrum beta-lactamase CTX-M-74,Bla_ESBL
1655,159,CTX-M-2_Bla,CTX-M-75,no,yes,Bla___CTX-M-75___GQ149244___1-873___873,CTX-M-75,Bla,GQ149244,1-873,873,class A extended-spectrum beta-lactamase CTX-M-75,Bla_ESBL
1656,159,CTX-M-2_Bla,CTX-M-76,no,yes,Bla___CTX-M-76___AM982520___5549-6424___876,CTX-M-76,Bla,AM982520,5549-6424,876,class A extended-spectrum beta-lactamase CTX-M-76,Bla_ESBL
1657,159,CTX-M-2_Bla,CTX-M-77,no,yes,Bla___CTX-M-77___AM982521___1912-2787___876,CTX-M-77,Bla,AM982521,1912-2787,876,class A extended-spectrum beta-lactamase CTX-M-77,Bla_ESBL
1658,159,CTX-M-2_Bla,CTX-M-92,no,yes,Bla___CTX-M-92___GU127598___1-876___876,CTX-M-92,Bla,GU127598,1-876,876,class A extended-spectrum beta-lactamase CTX-M-92,Bla_ESBL
1659,159,CTX-M-2_Bla,CTX-M-95,no,yes,Bla___CTX-M-95___FN813245___1912-2787___876,CTX-M-95,Bla,FN813245,1912-2787,876,class A extended-spectrum beta-lactamase CTX-M-95,Bla_ESBL
1660,159,CTX-M-2_Bla,CTX-M-97,no,yes,Bla___CTX-M-97___HM776707___1-876___876,CTX-M-97,Bla,HM776707,1-876,876,class A extended-spectrum beta-lactamase CTX-M-97,Bla_ESBL
1661,159,CTX-M-2_Bla,CTX-M-124,no,yes,Bla___CTX-M-124___JQ429324___1-876___876,CTX-M-124,Bla,JQ429324,1-876,876,class A extended-spectrum beta-lactamase CTX-M-124,Bla_ESBL
1662,159,CTX-M-2_Bla,CTX-M-131,no,yes,Bla___CTX-M-131___JN969893___1-873___873,CTX-M-131,Bla,JN969893,1-873,873,NA,NA
1670,49,AmpC1_Ecoli_Bla,AmpC1,no,no,Bla___AmpC1_Ecoli___FN649414___2765051-2766355___1302,AmpC1,Bla,FN649414,2765051-2766355,1302,NA,NA
590,403,FosC_Fcyn,FosC,no,no,Fcyn___FosC___Z33413___387-935___549,FosC,Fcyn,Z33413,387-935,549,NA,NA
750,458,FosB_Fcyn,FosB,no,no,Fcyn___FosB___AHLO01000073___63139-63558___417,FosB,Fcyn,AHLO01000073,63139-63558,417,NA,NA
751,459,FosA_Fcyn,FosA,no,no,Fcyn___FosA___JQ343850___4619-5035___417,FosA,Fcyn,JQ343850,4619-5035,417,NA,NA
1,344,QnrB_Flq,QnrB1,yes,no,Flq___QnrB1___DQ351241___37-681___645,QnrB1,Flq,DQ351241,37-681,645,NA,NA
2,344,QnrB_Flq,QnrB10,yes,no,Flq___QnrB10___DQ631414___37-681___645,QnrB10,Flq,DQ631414,37-681,645,NA,NA
3,344,QnrB_Flq,QnrB9,yes,no,Flq___QnrB9___EF653270___1-645___645,QnrB9,Flq,EF653270,1-645,645,NA,NA
4,344,QnrB_Flq,qnrB12,yes,no,Flq___qnrB12___AM774474___2435-3079___645,qnrB12,Flq,AM774474,2435-3079,645,NA,NA
5,344,QnrB_Flq,QnrB13,yes,no,Flq___QnrB13___EU273756___37-681___645,QnrB13,Flq,EU273756,37-681,645,NA,NA
6,344,QnrB_Flq,QnrB14,yes,no,Flq___QnrB14___EU273757___37-681___645,QnrB14,Flq,EU273757,37-681,645,NA,NA
7,344,QnrB_Flq,QnrB15,yes,no,Flq___QnrB15___EU302865___37-681___645,QnrB15,Flq,EU302865,37-681,645,NA,NA
8,344,QnrB_Flq,qnrB17,yes,no,Flq___qnrB17___AM919398___37-681___645,qnrB17,Flq,AM919398,37-681,645,NA,NA
9,344,QnrB_Flq,qnrB18,yes,no,Flq___qnrB18___AM919399___37-681___645,qnrB18,Flq,AM919399,37-681,645,NA,NA
10,344,QnrB_Flq,QnrB19,yes,no,Flq___QnrB19___EU432277___1-645___645,QnrB19,Flq,EU432277,1-645,645,NA,NA
11,344,QnrB_Flq,QnrB2,yes,no,Flq___QnrB2___DQ351242___1-645___645,QnrB2,Flq,DQ351242,1-645,645,NA,NA
12,344,QnrB_Flq,QnrB20,yes,no,Flq___QnrB20___AB379831___37-681___645,QnrB20,Flq,AB379831,37-681,645,NA,NA
13,344,QnrB_Flq,QnrB21,yes,no,Flq___QnrB21___FJ611948___1-645___645,QnrB21,Flq,FJ611948,1-645,645,NA,NA
14,344,QnrB_Flq,QnrB22,yes,no,Flq___QnrB22___FJ981621___37-681___645,QnrB22,Flq,FJ981621,37-681,645,NA,NA
15,344,QnrB_Flq,QnrB23,yes,no,Flq___QnrB23___FJ981622___37-681___645,QnrB23,Flq,FJ981622,37-681,645,NA,NA
16,344,QnrB_Flq,QnrB24,yes,no,Flq___QnrB24___HM192542___37-681___645,QnrB24,Flq,HM192542,37-681,645,NA,NA
17,344,QnrB_Flq,QnrB25,yes,no,Flq___QnrB25___HQ172108___1-645___645,QnrB25,Flq,HQ172108,1-645,645,NA,NA
18,344,QnrB_Flq,QnrB26,yes,no,Flq___QnrB26___HQ386846___1-645___645,QnrB26,Flq,HQ386846,1-645,645,NA,NA
19,344,QnrB_Flq,QnrB27,yes,no,Flq___QnrB27___HM439641___1-645___645,QnrB27,Flq,HM439641,1-645,645,NA,NA
20,344,QnrB_Flq,QnrB28,yes,no,Flq___QnrB28___HM439643___1-645___645,QnrB28,Flq,HM439643,1-645,645,NA,NA
21,344,QnrB_Flq,QnrB29,yes,no,Flq___QnrB29___HM439649___37-681___645,QnrB29,Flq,HM439649,37-681,645,NA,NA
22,344,QnrB_Flq,QnrB3,yes,no,Flq___QnrB3___DQ303920___37-681___645,QnrB3,Flq,DQ303920,37-681,645,NA,NA
23,344,QnrB_Flq,QnrB30,yes,no,Flq___QnrB30___HM439650___37-681___645,QnrB30,Flq,HM439650,37-681,645,NA,NA
24,344,QnrB_Flq,QnrB31,yes,no,Flq___QnrB31___HQ418999___1-645___645,QnrB31,Flq,HQ418999,1-645,645,NA,NA
25,344,QnrB_Flq,QnrB32,yes,no,Flq___QnrB32___JN173054___37-681___645,QnrB32,Flq,JN173054,37-681,645,NA,NA
26,344,QnrB_Flq,QnrB33,yes,no,Flq___QnrB33___JN173055___36-680___645,QnrB33,Flq,JN173055,36-680,645,NA,NA
27,344,QnrB_Flq,QnrB34,yes,no,Flq___QnrB34___JN173056___36-683___648,QnrB34,Flq,JN173056,36-683,648,NA,NA
28,344,QnrB_Flq,QnrB35,yes,no,Flq___QnrB35___JN173057___2307-2951___645,QnrB35,Flq,JN173057,2307-2951,645,NA,NA
29,344,QnrB_Flq,QnrB36,yes,no,Flq___QnrB36___JN173058___37-681___645,QnrB36,Flq,JN173058,37-681,645,NA,NA
30,344,QnrB_Flq,QnrB37,yes,no,Flq___QnrB37___JN173059___36-680___645,QnrB37,Flq,JN173059,36-680,645,NA,NA
31,344,QnrB_Flq,QnrB38,yes,no,Flq___QnrB38___JN173060___2307-2951___645,QnrB38,Flq,JN173060,2307-2951,645,NA,NA
32,344,QnrB_Flq,QnrB4,yes,no,Flq___QnrB4___DQ303921___4-648___645,QnrB4,Flq,DQ303921,4-648,645,NA,NA
33,344,QnrB_Flq,QnrB40,yes,no,Flq___QnrB40___JN166689___1-660___660,QnrB40,Flq,JN166689,1-660,660,NA,NA
34,344,QnrB_Flq,QnrB41,yes,no,Flq___QnrB41___JN166690___1-681___681,QnrB41,Flq,JN166690,1-681,681,NA,NA
35,344,QnrB_Flq,QnrB42,yes,no,Flq___QnrB42___JN680743___1-645___645,QnrB42,Flq,JN680743,1-645,645,NA,NA
36,344,QnrB_Flq,QnrB43,yes,no,Flq___QnrB43___JQ349151___1-680___680,QnrB43,Flq,JQ349151,1-680,680,NA,NA
37,344,QnrB_Flq,QnrB44,yes,no,Flq___QnrB44___JQ349153___1-680___680,QnrB44,Flq,JQ349153,1-680,680,NA,NA
38,344,QnrB_Flq,QnrB45,yes,no,Flq___QnrB45___JQ349152___1-680___680,QnrB45,Flq,JQ349152,1-680,680,NA,NA
39,344,QnrB_Flq,QnrB46,yes,no,Flq___QnrB46___JQ349154___1-680___680,QnrB46,Flq,JQ349154,1-680,680,NA,NA
40,344,QnrB_Flq,QnrB47,yes,no,Flq___QnrB47___JQ349155___1-680___680,QnrB47,Flq,JQ349155,1-680,680,NA,NA
41,344,QnrB_Flq,QnrB48,yes,no,Flq___QnrB48___JQ762640___37-681___645,QnrB48,Flq,JQ762640,37-681,645,NA,NA
42,344,QnrB_Flq,QnrB49,yes,no,Flq___QnrB49___JQ582718___1-681___681,QnrB49,Flq,JQ582718,1-681,681,NA,NA
43,344,QnrB_Flq,QnrB53,yes,no,Flq___QnrB53___HQ704413___1-681___681,QnrB53,Flq,HQ704413,1-681,681,NA,NA
44,344,QnrB_Flq,QnrB5,yes,no,Flq___QnrB5___DQ303919___37-681___645,QnrB5,Flq,DQ303919,37-681,645,NA,NA
45,344,QnrB_Flq,QnrB6,yes,no,Flq___QnrB6___EF520349___37-681___645,QnrB6,Flq,EF520349,37-681,645,NA,NA
46,344,QnrB_Flq,QnrB7,yes,no,Flq___QnrB7___EU043311___1-645___645,QnrB7,Flq,EU043311,1-645,645,NA,NA
47,344,QnrB_Flq,QnrB8,yes,no,Flq___QnrB8___EU043312___1-645___645,QnrB8,Flq,EU043312,1-645,645,NA,NA
48,344,QnrB_Flq,QnrB9,yes,no,Flq___QnrB9___EF653270___1-648___648,QnrB9,Flq,EF653270,1-648,648,NA,NA
49,0,OqxBgb_Flq,OqxBgb,no,no,Flq___OqxBgb___EU370913___47851-51003___3153,OqxBgb,Flq,EU370913,47851-51003,3153,NA,NA
50,346,QnrC_Flq,QnrC,no,no,Flq___QnrC___EU917444___1717-2382___666,QnrC,Flq,EU917444,1717-2382,666,NA,NA
299,32,QepA_Flq,QepA,yes,no,Flq___QepA___AB263754___7052-8587___1536,QepA,Flq,AB263754,7052-8587,1536,NA,NA
300,32,QepA_Flq,QepA2,yes,no,Flq___QepA2___EU847537___1672-3107___1536,QepA2,Flq,EU847537,1672-3107,1536,NA,NA
638,84,norA_Flq,norA,no,no,Flq___norA___D90119___478-1644___1167,norA,Flq,D90119,478-1644,1167,NA,NA
1044,77,OqxA_Flq,OqxA,no,no,Flq___OqxA___EU370913___46652-47827___1176,OqxA,Flq,EU370913,46652-47827,1176,NA,NA
1187,361,QnrD_Flq,QnrD,no,no,Flq___QnrD___FJ228229___554-1198___645,QnrD,Flq,FJ228229,554-1198,645,NA,NA
1455,357,Qnr-S_Flq,Qnr-S1,yes,yes,Flq___Qnr-S1___AB187515___9737-10393___657,Qnr-S1,Flq,AB187515,9737-10393,657,NA,NA
1456,357,Qnr-S_Flq,QnrS2,yes,no,Flq___QnrS2___DQ485530___1-657___657,QnrS2,Flq,DQ485530,1-657,657,NA,NA
1457,357,Qnr-S_Flq,QnrS3,yes,no,Flq___QnrS3___EU077611___1-657___657,QnrS3,Flq,EU077611,1-657,657,NA,NA
1458,357,Qnr-S_Flq,QnrS,yes,no,Flq___QnrS___FJ418153___1-657___657,QnrS,Flq,FJ418153,1-657,657,NA,NA
1459,357,Qnr-S_Flq,Qnr-S5,yes,yes,Flq___Qnr-S5___HQ631377___1-657___657,Qnr-S5,Flq,HQ631377,1-657,657,NA,NA
1460,356,Qnr-AS_Flq,Qnr-AS,no,yes,Flq___Qnr-AS___FM178379___1699484-1700140___657,Qnr-AS,Flq,FM178379,1699484-1700140,657,NA,NA
1461,355,Qnr-A_Flq,Qnr-A1,yes,yes,Flq___Qnr-A1___AY070235___303-959___657,Qnr-A1,Flq,AY070235,303-959,657,NA,NA
1462,355,Qnr-A_Flq,Qnr-A2,yes,yes,Flq___Qnr-A2___AY675584___1-657___657,Qnr-A2,Flq,AY675584,1-657,657,NA,NA
1463,355,Qnr-A_Flq,QnrA3,yes,no,Flq___QnrA3___DQ058661___1-657___657,QnrA3,Flq,DQ058661,1-657,657,NA,NA
1464,355,Qnr-A_Flq,QnrA4,yes,no,Flq___QnrA4___DQ058662___1-657___657,QnrA4,Flq,DQ058662,1-657,657,NA,NA
1465,355,Qnr-A_Flq,QnrA5,yes,no,Flq___QnrA5___DQ058663___1-657___657,QnrA5,Flq,DQ058663,1-657,657,NA,NA
1466,355,Qnr-A_Flq,QnrA6,yes,no,Flq___QnrA6___DQ151889___1-657___657,QnrA6,Flq,DQ151889,1-657,657,NA,NA
1467,355,Qnr-A_Flq,QnrA7,yes,no,Flq___QnrA7___GQ463707___1-657___657,QnrA7,Flq,GQ463707,1-657,657,NA,NA
52,340,VanRc_Gly,VanRc3,yes,no,Gly___VanRc3___AY033764___3846-4541___696,VanRc3,Gly,AY033764,3846-4541,696,NA,NA
53,340,VanRc_Gly,VanRc4,yes,no,Gly___VanRc4___EU151753___3848-4543___696,VanRc4,Gly,EU151753,3848-4543,696,NA,NA
54,341,VanR-A_Gly,VanR-A,no,yes,Gly___VanR-A___M97297___3976-4671___696,VanR-A,Gly,M97297,3976-4671,696,NA,NA
55,341,VanR-A_Gly,VanR-Pt,no,yes,Gly___VanR-Pt___DQ018711___1-696___696,VanR-Pt,Gly,DQ018711,1-696,696,NA,NA
56,341,VanR-A_Gly,VanR-Pt2,no,yes,Gly___VanR-Pt2___AY926880___718-1413___696,VanR-Pt2,Gly,AY926880,718-1413,696,NA,NA
57,342,VanR-C_Gly,VanR-C,no,yes,Gly___VanR-C___AF162694___5193-5888___696,VanR-C,Gly,AF162694,5193-5888,696,NA,NA
280,447,VanA-G_Gly,VanA-G,no,yes,Gly___VanA-G___AY271782___157-606___450,VanA-G,Gly,AY271782,157-606,450,NA,NA
285,108,VanSc_Gly,VanSc3,yes,no,Gly___VanSc3___AY033764___4604-5662___1059,VanSc3,Gly,AY033764,4604-5662,1059,NA,NA
286,108,VanSc_Gly,VanSc4,yes,no,Gly___VanSc4___EU151753___4599-5663___1065,VanSc4,Gly,EU151753,4599-5663,1065,NA,NA
287,109,VanE_Gly,VanE,no,no,Gly___VanE___FJ872411___39736-40794___1059,VanE,Gly,FJ872411,39736-40794,1059,NA,NA
289,103,VanTr-L_Gly,VanTr-L,no,no,Gly___VanTr-L___EU250284___3558-4658___1101,VanTr-L,Gly,EU250284,3558-4658,1101,NA,NA
