clusterid,queryID,class,gene,allele,seqID,accession,positions,size,cluster_contains_multiple_genes,gene_found_in_multiple_clusters
205,TEM-186__1024,Bla,TEM-1D,TEM-186,1024,JN227084,309-1169,861,no,no
205,TEM-187__1025,Bla,TEM-1D,TEM-187,1025,HM246246,212-1069,858,no,no
205,TEM-188__1026,Bla,TEM-1D,TEM-188,1026,JN211012,214-1074,861,no,no
205,TEM-189__1027,Bla,TEM-1D,TEM-189,1027,JN254627,1-861,861,no,no
205,TEM-190__1028,Bla,TEM-1D,TEM-190,1028,JN416112,1-861,861,no,no
205,TEM-191__1029,Bla,TEM-1D,TEM-191,1029,JF949916,1-757,757,no,no
205,TEM-192__1030,Bla,TEM-1D,TEM-192,1030,JF949915,1-754,754,no,no
205,TEM-193__1031,Bla,TEM-1D,TEM-193,1031,JN935135,1-861,861,no,no
205,TEM-194__1032,Bla,TEM-1D,TEM-194,1032,JN935136,1-861,861,no,no
205,TEM-195__1033,Bla,TEM-1D,TEM-195,1033,JN935137,1-861,861,no,no
205,TEM-197__1034,Bla,TEM-1D,TEM-197,1034,HQ877606,1-861,861,no,no
205,TEM-198__1035,Bla,TEM-1D,TEM-198,1035,AB700703,162-1022,861,no,no
205,TEM-199__1036,Bla,TEM-1D,TEM-199,1036,JX050178,1-853,853,no,no
205,TEM-1D__887,Bla,TEM-1D,TEM-1D,887,AF188200,215-1075,861,no,no
205,TEM-2__889,Bla,TEM-1D,TEM-2,889,AY529705,167-1027,861,no,no
205,TEM-20__900,Bla,TEM-1D,TEM-20,900,EU527189,4132-4992,861,no,no
205,TEM-201__1037,Bla,TEM-1D,TEM-201,1037,JX310327,1-861,861,no,no
205,TEM-21__901,Bla,TEM-1D,TEM-21,901,AF466526,1346-2206,861,no,no
205,TEM-22__902,Bla,TEM-1D,TEM-22,902,Y17583,214-1071,858,no,no
205,TEM-24__903,Bla,TEM-1D,TEM-24,903,GQ293500,4033-4893,861,no,no
205,TEM-26B__904,Bla,TEM-1D,TEM-26B,904,L19940,198-1006,809,no,no
205,TEM-28__905,Bla,TEM-1D,TEM-28,905,U37195,76-936,861,no,no
205,TEM-29__906,Bla,TEM-1D,TEM-29,906,AJ277416,1-861,861,no,no
205,TEM-3__890,Bla,TEM-1D,TEM-3,890,X64523,1337-477,861,no,no
205,TEM-30__907,Bla,TEM-1D,TEM-30,907,AJ437107,209-1069,861,no,no
205,TEM-33__908,Bla,TEM-1D,TEM-33,908,GU371926,51165-50305,861,no,no
205,TEM-34__909,Bla,TEM-1D,TEM-34,909,KC292503,4335-5195,861,no,no
205,TEM-42__910,Bla,TEM-1D,TEM-42,910,X98047,1-844,844,no,no
205,TEM-43__911,Bla,TEM-1D,TEM-43,911,U95363,1-861,861,no,no
205,TEM-47__912,Bla,TEM-1D,TEM-47,912,Y10279,1-861,861,no,no
205,TEM-48__913,Bla,TEM-1D,TEM-48,913,Y10280,1-861,861,no,no
205,TEM-49__914,Bla,TEM-1D,TEM-49,914,Y10281,1-861,861,no,no
205,TEM-52__915,Bla,TEM-1D,TEM-52,915,Y13612,1-861,861,no,no
205,TEM-53__916,Bla,TEM-1D,TEM-53,916,AF104441,194-1054,861,no,no
205,TEM-54__917,Bla,TEM-1D,TEM-54,917,AF104442,194-1054,861,no,no
205,TEM-55__918,Bla,TEM-1D,TEM-55,918,DQ286729,1-861,861,no,no
205,TEM-57__919,Bla,TEM-1D,TEM-57,919,FJ405211,1-861,861,no,no
205,TEM-59__920,Bla,TEM-1D,TEM-59,920,AF062386,31-862,832,no,no
205,TEM-6__891,Bla,TEM-1D,TEM-6,891,X57972,340-1200,861,no,no
205,TEM-60__921,Bla,TEM-1D,TEM-60,921,AF047171,136-996,861,no,no
205,TEM-63__922,Bla,TEM-1D,TEM-63,922,AF332513,104-964,861,no,no
205,TEM-67__923,Bla,TEM-1D,TEM-67,923,AF091113,451-1311,861,no,no
205,TEM-68__924,Bla,TEM-1D,TEM-68,924,AJ239002,1-861,861,no,no
205,TEM-7__892,Bla,TEM-1D,TEM-7,892,AF527798,1-785,785,no,no
205,TEM-70__925,Bla,TEM-1D,TEM-70,925,AF188199,215-1075,861,no,no
205,TEM-71__926,Bla,TEM-1D,TEM-71,926,AF203816,211-1071,861,no,no
205,TEM-72__927,Bla,TEM-1D,TEM-72,927,AF157553,148-1008,861,no,no
205,TEM-75__928,Bla,TEM-1D,TEM-75,928,AY130284,1-785,785,no,no
205,TEM-76__929,Bla,TEM-1D,TEM-76,929,AF190694,209-1069,861,no,no
205,TEM-77__930,Bla,TEM-1D,TEM-77,930,AF190695,209-1069,861,no,no
205,TEM-78__931,Bla,TEM-1D,TEM-78,931,AF190693,209-1069,861,no,no
205,TEM-79__932,Bla,TEM-1D,TEM-79,932,AF190692,209-1069,861,no,no
205,TEM-8__893,Bla,TEM-1D,TEM-8,893,X65252,176-1036,861,no,no
205,TEM-80__933,Bla,TEM-1D,TEM-80,933,AF347054,209-1069,861,no,no
205,TEM-81__934,Bla,TEM-1D,TEM-81,934,AF427127,209-1069,861,no,no
205,TEM-82__935,Bla,TEM-1D,TEM-82,935,AF427128,209-1069,861,no,no
205,TEM-83__936,Bla,TEM-1D,TEM-83,936,AF427129,209-1069,861,no,no
205,TEM-84__937,Bla,TEM-1D,TEM-84,937,AF427130,209-1069,861,no,no
205,TEM-85__938,Bla,TEM-1D,TEM-85,938,AJ277414,1-861,861,no,no
205,TEM-86__939,Bla,TEM-1D,TEM-86,939,AJ277415,1-861,861,no,no
205,TEM-87__940,Bla,TEM-1D,TEM-87,940,AF250872,1-861,861,no,no
205,TEM-88__941,Bla,TEM-1D,TEM-88,941,AY027590,113-973,861,no,no
205,TEM-89__942,Bla,TEM-1D,TEM-89,942,AY039040,189-1022,834,no,no
205,TEM-90__943,Bla,TEM-1D,TEM-90,943,AF351241,90-950,861,no,no
205,TEM-91__944,Bla,TEM-1D,TEM-91,944,AB049569,1-861,861,no,no
205,TEM-92__945,Bla,TEM-1D,TEM-92,945,AF143804,1-861,861,no,no
205,TEM-93__946,Bla,TEM-1D,TEM-93,946,AJ318093,1-861,861,no,no
205,TEM-94__947,Bla,TEM-1D,TEM-94,947,AJ318094,1-861,861,no,no
205,TEM-95__948,Bla,TEM-1D,TEM-95,948,AJ308558,182-1042,861,no,no
205,TEM-96__949,Bla,TEM-1D,TEM-96,949,AY092401,1-861,861,no,no
205,TEM-97__950,Bla,TEM-1D,TEM-97,950,AF397067,1-861,861,no,no
205,TEM-98__951,Bla,TEM-1D,TEM-98,951,AF397068,1-861,861,no,no
206,Ant6-Ib__1040,AGly,Ant6-Ib,Ant6-Ib,1040,FN594949,27482-28339,858,no,no
207,OXA-62__1039,Bla,OXA-62,OXA-62,1039,AY423074,1-858,858,no,no
208,Aac3-Xa__1043,AGly,Aac3-Xa,Aac3-Xa,1043,AB028210,3565-2711,855,no,no
209,ACI-1__1041,Bla,ACI-1,ACI-1,1041,AJ007350,240-1094,855,no,no
210,ErmX__1482,MLS,ErmX,ErmX,1482,M36726,296-1150,855,no,no
211,BEL-1__1483,Bla,BEL-1,BEL-1,1483,GU250439,763-1614,852,no,no
211,BEL-2__1484,Bla,BEL-1,BEL-2,1484,FJ666063,1-852,852,no,no
211,BEL-3__1485,Bla,BEL-1,BEL-3,1485,GQ202694,1-852,852,no,no
212,Str__1480,AGly,Str,Str,1480,X92946,18908-18060,849,no,no
213,ErmZ__1481,MLS,ErmZ,ErmZ,1481,AM709783,3665-2817,849,no,no
214,Aac3-IXa__1478,AGly,Aac3-IXa,Aac3-IXa,1478,M55427,274-1119,846,no,no
215,RmtC__1479,AGly,RmtC,RmtC,1479,AB194779,6903-7748,846,no,no
216,BlaZ__1476,Bla,BlaZ,BlaZ,1476,BX571856,1913827-1914672,846,no,no
217,Erm34__1477,MLS,Erm34,Erm34,1477,AY234334,355-1200,846,no,no
218,Erm36__1486,MLS,Erm36,Erm36,1486,AF462611,186-1031,846,no,no
219,Sph__1488,AGly,Aph,Sph,1488,AY037297,2706-3548,843,no,no
220,OXA-164__1626,Bla,OXA-58,OXA-164,1626,GU831575,1-843,843,no,no
220,OXA-58__1623,Bla,OXA-58,OXA-58,1623,AY665723,4143-3301,843,no,no
220,OXA-96__1624,Bla,OXA-58,OXA-96,1624,DQ519090,63-905,843,no,no
220,OXA-97__1625,Bla,OXA-58,OXA-97,1625,EF102240,12565-11723,843,no,no
221,Erm32__1622,MLS,Erm32,Erm32,1622,AJ009971,1790-2632,843,no,no
222,Aac3-IIIc__1621,AGly,Aac3-III,Aac3-IIIc,1621,L06161,106-945,840,no,no
222,Aac3-IIIb__1620,AGly,Aac3-III,Aac3-IIIb,1620,L06160,984-1721,738,no,no
223,OXA-9__1619,Bla,OXA-9,OXA-9,1619,NC_015515,5451-6290,840,no,no
224,LmrB__1618,MLS,LmrB,LmrB,1618,X62867,361-1197,837,no,no
224,LmrB__1617,MLS,LmrB,LmrB,1617,X79146,28679-27840,840,no,no
225,SulI__1616,Sul,SulI,SulI,1616,U37105,4069-4908,840,no,no
226,AadA9__1615,AGly,AadA9,AadA9,1615,AJ420072,26773-27609,837,no,no
227,StrB__1614,AGly,StrB,StrB,1614,KR091911,169145-169981,837,no,no
228,MphD__1613,MLS,MphD,MphD,1613,NC_017312,2292413-2291580,834,no,no
229,AadA1__1598,AGly,AadA,AadA1,1598,M95287,3320-4111,792,no,no
229,AadA1-pm__1597,AGly,AadA,AadA1-pm,1597,JQ690540,7968-8798,831,no,no
229,AadA11__1599,AGly,AadA,AadA11,1599,AJ567827,1-792,792,no,no
229,AadA12__1600,AGly,AadA,AadA12,1600,AY665771,1-792,792,no,no
229,AadA13__1601,AGly,AadA,AadA13,1601,JN118546,736-1533,798,no,no
229,AadA15__1602,AGly,AadA,AadA15,1602,DQ393783,1800-2591,792,no,no
229,AadA17__1603,AGly,AadA,AadA17,1603,FJ460181,1791-2582,792,no,no
229,AadA2__1605,AGly,AadA,AadA2,1605,X68227,166-945,780,no,no
229,AadA21__1606,AGly,AadA,AadA21,1606,AY171244,47-838,792,no,no
229,AadA22__1607,AGly,AadA,AadA22,1607,AM261837,74-865,792,no,no
229,AadA23__1608,AGly,AadA,AadA23,1608,AJ809407,119-898,780,no,no
229,AadA24__1609,AGly,AadA,AadA24,1609,AB901036,954-1733,780,no,no
229,AadA24__1688,AGly,AadA,AadA24,1688,HQ123586,88-867,780,no,no
229,AadA3__1610,AGly,AadA,AadA3,1610,AF047479,1296-2087,792,no,no
229,AadA8__1611,AGly,AadA,AadA8,1611,AF326210,1-792,792,no,no
229,AadA8b__1612,AGly,AadA,AadA8b,1612,AM040708,1174-1965,792,no,no
230,SPM-1__519,Bla,SPM-1,SPM-1,519,GU831565,1-831,831,no,no
231,OXA-1__520,Bla,OXA-1,OXA-1,520,JX424423,99823-100653,831,no,no
231,OXA-224__525,Bla,OXA-1,OXA-224,525,JN596991,2281-3111,831,no,no
231,OXA-31__523,Bla,OXA-1,OXA-31,523,AF294653,754-1584,831,no,no
231,OXA-320__526,Bla,OXA-1,OXA-320,526,KF151169,1-831,831,no,no
231,OXA-4__521,Bla,OXA-1,OXA-4,521,JN129451,1037-1867,831,no,no
231,OXA-47__524,Bla,OXA-1,OXA-47,524,AY237830,1-831,831,no,no
232,OXA-228__527,Bla,OXA-228,OXA-228,527,JQ422053,100-930,831,no,no
232,OXA-229__528,Bla,OXA-228,OXA-229,528,JQ422052,1100-1930,831,no,no
232,OXA-230__529,Bla,OXA-228,OXA-230,529,JQ422054,101-931,831,no,no
233,OXA-235__532,Bla,OXA-237,OXA-235,532,JQ820240,591-1421,831,no,no
233,OXA-236__531,Bla,OXA-237,OXA-236,531,JQ820242,1-831,831,no,no
233,OXA-237__530,Bla,OXA-237,OXA-237,530,JQ820241,1-831,831,no,no
233,OXA-278__533,Bla,OXA-237,OXA-278,533,KC771279,1-831,831,no,no
234,OXA-118__497,Bla,OXA-2,OXA-118,497,AF371964,119-919,801,no,no
234,OXA-119__498,Bla,OXA-2,OXA-119,498,AY139598,1487-2287,801,no,no
234,OXA-141__499,Bla,OXA-2,OXA-141,499,EF552405,13-840,828,no,no
234,OXA-15__490,Bla,OXA-2,OXA-15,490,U63835,128-955,828,no,no
234,OXA-161__500,Bla,OXA-2,OXA-161,500,GQ202693,1172-1999,828,no,no
234,OXA-2__488,Bla,OXA-2,OXA-2,488,M95287,2456-3283,828,no,no
234,OXA-205__501,Bla,OXA-2,OXA-205,501,JF800667,658-1458,801,no,no
234,OXA-21__491,Bla,OXA-2,OXA-21,491,DQ522237,3974-4801,828,no,no
234,OXA-210__502,Bla,OXA-2,OXA-210,502,JF795487,1-828,828,no,no
234,OXA-3__489,Bla,OXA-2,OXA-3,489,L07945,61-888,828,no,no
234,OXA-32__492,Bla,OXA-2,OXA-32,492,AF315351,673-1500,828,no,no
234,OXA-34__493,Bla,OXA-2,OXA-34,493,AF350424,1-771,771,no,no
234,OXA-36__494,Bla,OXA-2,OXA-36,494,AF300985,1-739,739,no,no
234,OXA-46__495,Bla,OXA-2,OXA-46,495,JX131372,1479-2279,801,no,no
234,OXA-53__496,Bla,OXA-2,OXA-53,496,AY289608,617-1444,828,no,no
235,OXA-18__503,Bla,OXA-18,OXA-18,503,EU503121,2921-3748,828,no,no
236,OXA-139__510,Bla,OXA-24,OXA-139,510,AM991978,1-828,828,no,no
236,OXA-143__511,Bla,OXA-24,OXA-143,511,GQ861437,2914-3741,828,no,no
236,OXA-160__512,Bla,OXA-24,OXA-160,512,GU199038,1196-2023,828,no,no
236,OXA-182__513,Bla,OXA-24,OXA-182,513,HM640278,1-828,828,no,no
236,OXA-207__514,Bla,OXA-24,OXA-207,514,JQ838185,1-828,828,no,no
236,OXA-231__515,Bla,OXA-24,OXA-231,515,JQ326200,194-1021,828,no,no
236,OXA-24__504,Bla,OXA-24,OXA-24,504,AJ239129,1-828,828,no,no
236,OXA-25__505,Bla,OXA-24,OXA-25,505,AF201826,22-849,828,no,no
236,OXA-26__506,Bla,OXA-24,OXA-26,506,AF201827,22-849,828,no,no
236,OXA-72__509,Bla,OXA-24,OXA-72,509,AY739646,1-828,828,no,no
237,OXA-114__516,Bla,OXA-114,OXA-114,516,EU188842,1-828,828,no,no
237,OXA-243a__517,Bla,OXA-114,OXA-243a,517,JX206446,1-828,828,no,no
237,OXA-258__518,Bla,OXA-114,OXA-258,518,HE614014,1-825,825,no,no
238,OXA-214__486,Bla,OXA-214,OXA-214,486,JN861782,1-828,828,no,no
239,VanW-B__487,Gly,VanW-B,VanW-B,487,AY655721,3069-3896,828,no,no
240,ApmA__649,AGly,ApmA,ApmA,649,FN806789,2694-3518,825,no,no
241,OXA-22__648,Bla,OXA-22,OXA-22,648,AF064820,952-1776,825,no,no
242,OXA-133__735,Bla,OXA-23,OXA-133,735,EU571228,823-1644,822,no,no
242,OXA-134__736,Bla,OXA-23,OXA-134,736,FJ195387,695-1516,822,no,no
242,OXA-146__737,Bla,OXA-23,OXA-146,737,FJ194460,174-998,825,no,no
242,OXA-165__738,Bla,OXA-23,OXA-165,738,HM488986,1-822,822,no,no
242,OXA-166__739,Bla,OXA-23,OXA-166,739,HM488987,1-822,822,no,no
242,OXA-167__740,Bla,OXA-23,OXA-167,740,HM488988,1-822,822,no,no
242,OXA-168__741,Bla,OXA-23,OXA-168,741,HM488989,1-822,822,no,no
242,OXA-169__742,Bla,OXA-23,OXA-169,742,HM488990,1-822,822,no,no
242,OXA-170__743,Bla,OXA-23,OXA-170,743,HM488991,1-822,822,no,no
242,OXA-171__744,Bla,OXA-23,OXA-171,744,HM488992,1-822,822,no,no
242,OXA-225__745,Bla,OXA-23,OXA-225,745,JN638887,1-822,822,no,no
242,OXA-23__731,Bla,OXA-23,OXA-23,731,EF120622,1499-2320,822,no,no
242,OXA-239__746,Bla,OXA-23,OXA-239,746,JQ837239,1-822,822,no,no
242,OXA-27__732,Bla,OXA-23,OXA-27,732,AF201828,116-937,822,no,no
242,OXA-49__733,Bla,OXA-23,OXA-49,733,AY288523,1-825,825,no,no
242,OXA-73__734,Bla,OXA-23,OXA-73,734,AY762325,116-937,822,no,no
243,OXA-100__680,Bla,OXA-51,OXA-100,680,AM231720,1-825,825,no,no
243,OXA-106__681,Bla,OXA-51,OXA-106,681,EF650032,1-825,825,no,no
243,OXA-107__682,Bla,OXA-51,OXA-107,682,EF650033,1-825,825,no,no
243,OXA-108__683,Bla,OXA-51,OXA-108,683,EF650034,1-825,825,no,no
243,OXA-109__684,Bla,OXA-51,OXA-109,684,FJ157357,1-825,825,no,no
243,OXA-110__685,Bla,OXA-51,OXA-110,685,EF650036,1-825,825,no,no
243,OXA-111__686,Bla,OXA-51,OXA-111,686,EF650037,1-825,825,no,no
243,OXA-112__687,Bla,OXA-51,OXA-112,687,EF650038,1-825,825,no,no
243,OXA-113__688,Bla,OXA-51,OXA-113,688,EF653400,435-1259,825,no,no
243,OXA-115__689,Bla,OXA-51,OXA-115,689,EU029998,576-1400,825,no,no
243,OXA-116__690,Bla,OXA-51,OXA-116,690,EU220744,1-786,786,no,no
243,OXA-117__691,Bla,OXA-51,OXA-117,691,GQ423625,1-825,825,no,no
243,OXA-120__692,Bla,OXA-51,OXA-120,692,HE963768,1-825,825,no,no
243,OXA-128__693,Bla,OXA-51,OXA-128,693,EU375515,1-825,825,no,no
243,OXA-130__694,Bla,OXA-51,OXA-130,694,EU547445,1-825,825,no,no
243,OXA-131__695,Bla,OXA-51,OXA-131,695,EU547446,1-825,825,no,no
243,OXA-132__696,Bla,OXA-51,OXA-132,696,EU547447,1-825,825,no,no
243,OXA-138__697,Bla,OXA-51,OXA-138,697,EU670845,1595-2419,825,no,no
243,OXA-144__698,Bla,OXA-51,OXA-144,698,FJ872530,1-825,825,no,no
243,OXA-148__699,Bla,OXA-51,OXA-148,699,GQ853679,1-825,825,no,no
243,OXA-149__700,Bla,OXA-51,OXA-149,700,GQ853680,1-825,825,no,no
243,OXA-150__701,Bla,OXA-51,OXA-150,701,GQ853681,1-825,825,no,no
243,OXA-172__702,Bla,OXA-51,OXA-172,702,HM113558,1-825,825,no,no
243,OXA-173__703,Bla,OXA-51,OXA-173,703,HM113559,1-825,825,no,no
243,OXA-174__704,Bla,OXA-51,OXA-174,704,HM113560,1-825,825,no,no
243,OXA-175__705,Bla,OXA-51,OXA-175,705,HM113561,1-825,825,no,no
243,OXA-176__706,Bla,OXA-51,OXA-176,706,HM113562,1-825,825,no,no
243,OXA-177__707,Bla,OXA-51,OXA-177,707,HM113563,1-825,825,no,no
243,OXA-178__708,Bla,OXA-51,OXA-178,708,HM113564,1-825,825,no,no
243,OXA-179__709,Bla,OXA-51,OXA-179,709,HM570035,1-825,825,no,no
243,OXA-180__710,Bla,OXA-51,OXA-180,710,HM570036,1-825,825,no,no
243,OXA-194__711,Bla,OXA-51,OXA-194,711,HQ425492,1-822,822,no,no
243,OXA-195__712,Bla,OXA-51,OXA-195,712,HQ425493,1-822,822,no,no
243,OXA-196__713,Bla,OXA-51,OXA-196,713,HQ425494,1-822,822,no,no
243,OXA-197__714,Bla,OXA-51,OXA-197,714,HQ425495,1-822,822,no,no
243,OXA-199__715,Bla,OXA-51,OXA-199,715,HQ637466,1233-2057,825,no,no
243,OXA-200__716,Bla,OXA-51,OXA-200,716,HQ734811,1-825,825,no,no
243,OXA-201__717,Bla,OXA-51,OXA-201,717,HQ734812,1-825,825,no,no
243,OXA-202__718,Bla,OXA-51,OXA-202,718,HQ734813,1-825,825,no,no
243,OXA-203__719,Bla,OXA-51,OXA-203,719,HQ998857,1-825,825,no,no
243,OXA-206__720,Bla,OXA-51,OXA-206,720,AB634250,1-825,825,no,no
243,OXA-208__721,Bla,OXA-51,OXA-208,721,FR853176,1-825,825,no,no
243,OXA-216__722,Bla,OXA-51,OXA-216,722,FR865168,1-825,825,no,no
243,OXA-217__723,Bla,OXA-51,OXA-217,723,JN603240,1-825,825,no,no
243,OXA-219__724,Bla,OXA-51,OXA-219,724,JN215211,1-825,825,no,no
243,OXA-223__725,Bla,OXA-51,OXA-223,725,JN248564,1-825,825,no,no
243,OXA-241__726,Bla,OXA-51,OXA-241,726,JX025021,1-825,825,no,no
243,OXA-242__727,Bla,OXA-51,OXA-242,727,JX025022,1-825,825,no,no
243,OXA-248__728,Bla,OXA-51,OXA-248,728,HE963769,1-825,825,no,no
243,OXA-249__729,Bla,OXA-51,OXA-249,729,HE963770,1-825,825,no,no
243,OXA-250__730,Bla,OXA-51,OXA-250,730,HE963771,1-825,825,no,no
243,OXA-51__650,Bla,OXA-51,OXA-51,650,DQ385606,669-1493,825,no,no
243,OXA-64__651,Bla,OXA-51,OXA-64,651,AY750907,1-825,825,no,no
243,OXA-65__652,Bla,OXA-51,OXA-65,652,AY750908,1-825,825,no,no
243,OXA-66__653,Bla,OXA-51,OXA-66,653,EF051061,485-1309,825,no,no
243,OXA-67__654,Bla,OXA-51,OXA-67,654,DQ491200,1-825,825,no,no
243,OXA-68__655,Bla,OXA-51,OXA-68,655,AY750910,1-825,825,no,no
243,OXA-69__656,Bla,OXA-51,OXA-69,656,NC_010410,2175317-2176141,825,no,no
243,OXA-70__657,Bla,OXA-51,OXA-70,657,AY750912,1-825,825,no,no
243,OXA-71__658,Bla,OXA-51,OXA-71,658,AY750913,1-825,825,no,no
243,OXA-75__659,Bla,OXA-51,OXA-75,659,AY859529,1-825,825,no,no
243,OXA-76__660,Bla,OXA-51,OXA-76,660,AY949203,1-825,825,no,no
243,OXA-77__661,Bla,OXA-51,OXA-77,661,AY949202,1-825,825,no,no
243,OXA-78__662,Bla,OXA-51,OXA-78,662,AY862132,1-825,825,no,no
243,OXA-79__663,Bla,OXA-51,OXA-79,663,EU019534,1-825,825,no,no
243,OXA-80__664,Bla,OXA-51,OXA-80,664,HQ637467,1233-2057,825,no,no
243,OXA-82__665,Bla,OXA-51,OXA-82,665,GQ352402,8775-9599,825,no,no
243,OXA-83__666,Bla,OXA-51,OXA-83,666,DQ309277,1-825,825,no,no
243,OXA-84__667,Bla,OXA-51,OXA-84,667,DQ309276,1-825,825,no,no
243,OXA-86__668,Bla,OXA-51,OXA-86,668,DQ149247,1-825,825,no,no
243,OXA-87__669,Bla,OXA-51,OXA-87,669,DQ348075,1-825,825,no,no
243,OXA-88__670,Bla,OXA-51,OXA-88,670,DQ392963,9-833,825,no,no
243,OXA-89__671,Bla,OXA-51,OXA-89,671,DQ445683,1-825,825,no,no
243,OXA-90__672,Bla,OXA-51,OXA-90,672,EU547443,1-825,825,no,no
243,OXA-91__673,Bla,OXA-51,OXA-91,673,DQ519086,1199-2023,825,no,no
243,OXA-92__674,Bla,OXA-51,OXA-92,674,DQ335566,1-825,825,no,no
243,OXA-93__675,Bla,OXA-51,OXA-93,675,DQ519087,39-863,825,no,no
243,OXA-94__676,Bla,OXA-51,OXA-94,676,DQ519088,9-833,825,no,no
243,OXA-95__677,Bla,OXA-51,OXA-95,677,DQ519089,9-833,825,no,no
243,OXA-98__678,Bla,OXA-51,OXA-98,678,AM279652,1-825,825,no,no
243,OXA-99__679,Bla,OXA-51,OXA-99,679,DQ888718,1-825,825,no,no
244,OXA-209__644,Bla,OXA-209,OXA-209,644,JF268688,6232-5408,825,no,no
244,OXA-347__645,Bla,OXA-209,OXA-347,645,JN086160,2407-1583,825,no,no
245,OXA-211__641,Bla,OXA-211,OXA-211,641,JN861779,1-825,825,no,no
245,OXA-212__642,Bla,OXA-211,OXA-212,642,JN861780,1-825,825,no,no
245,OXA-309__643,Bla,OXA-211,OXA-309,643,HF947514,1-825,825,no,no
246,RmtE__647,AGly,RmtE,RmtE,647,GU201947,55-876,822,no,no
247,OXA-104__646,Bla,OXA-104,OXA-104,646,EF581285,1-822,822,no,no
248,OXA-213__748,Bla,OXA-213,OXA-213,748,JN861781,1-822,822,no,no
249,LnuF__747,MLS,LnuF,LnuF,747,EU118119,1030-1851,822,no,no
250,Aac-IIIa__1216,AGly,Aac-IIIa,Aac-IIIa,1216,X55652,1124-1939,816,no,no
251,Aph3-Ia__1218,AGly,Aph3''Ia,Aph3-Ia,1218,HQ840942,23569-24384,816,no,no
251,Aph3''Ia__1217,AGly,Aph3''Ia,Aph3''Ia,1217,X62115,410-1225,816,no,no
252,Aph3-Id__1214,AGly,Aph3-Id,Aph3-Id,1214,Z48231,820-1635,816,no,no
253,Aph3-Ib__784,AGly,Aph3-Ib,Aph3-Ib,784,M20305,779-1594,816,no,no
254,OXA-60__1228,Bla,OXA-60,OXA-60,1228,AY664505,1-816,816,no,no
255,VanZ-Pa__1229,Gly,VanZ-Pa,VanZ-Pa,1229,DQ018711,2047-2862,816,no,no
256,SulII__1219,Sul,SulII,SulII,1219,EU360945,1617-2432,816,no,no
257,NDM-1__1220,Bla,NDM-1,NDM-1,1220,KR091911,68724-67912,813,no,no
257,NDM-2__1221,Bla,NDM-1,NDM-2,1221,JN112341,2504-1692,813,no,no
257,NDM-3__1222,Bla,NDM-1,NDM-3,1222,JQ734687,1-813,813,no,no
257,NDM-4__1223,Bla,NDM-1,NDM-4,1223,JQ348841,1-813,813,no,no
257,NDM-5__1224,Bla,NDM-1,NDM-5,1224,JN104597,115-927,813,no,no
257,NDM-6__1225,Bla,NDM-1,NDM-6,1225,JN967644,1-813,813,no,no
257,NDM-7__1226,Bla,NDM-1,NDM-7,1226,JX412225,1-813,813,no,no
257,NDM-8__1227,Bla,NDM-1,NDM-8,1227,AB744718,1-813,813,no,no
258,Aac3-Vb__1205,AGly,Aac3-Vb,Aac3-Vb,1205,M97172,656-1465,810,no,no
259,OXA-42__1206,Bla,OXA-42,OXA-42,1206,AJ488302,1-810,810,no,no
259,OXA-43__1207,Bla,OXA-42,OXA-43,1207,AJ488303,1-810,810,no,no
259,OXA-57__1208,Bla,OXA-42,OXA-57,1208,AJ631966,1-810,810,no,no
259,OXA-59__1209,Bla,OXA-42,OXA-59,1209,AJ632249,1-810,810,no,no
260,OXA-136__1505,Bla,OXA-63,OXA-136,1505,EU086830,89-898,810,no,no
260,OXA-137__1506,Bla,OXA-63,OXA-137,1506,EU086835,89-898,810,no,no
260,OXA-192__1507,Bla,OXA-63,OXA-192,1507,JF273470,1-810,810,no,no
260,OXA-63__1504,Bla,OXA-63,OXA-63,1504,AY619003,704-1510,807,no,no
261,Aph3-IIb__1503,AGly,Aph3-IIb,Aph3-IIb,1503,X90856,388-1194,807,no,no
262,VanY-B__1502,Gly,VanY-B,VanY-B,1502,AY655721,2245-3051,807,no,no
263,StrA__1501,AGly,StrA,StrA,1501,AJ627643,3725-4528,804,no,no
264,Aph3-IIc__1513,AGly,Aph3-IIc,Aph3-IIc,1513,HQ424460,2-805,804,no,no
265,Aph3-Va__1512,AGly,Aph3,Aph3-Va,1512,U24442,680-1456,777,no,no
265,AphVIII__1511,AGly,Aph3,AphVIII,1511,AF182845,1-804,804,no,no
266,OXA-129__1510,Bla,OXA-5,OXA-129,1510,AM932669,699-1502,804,no,no
266,OXA-5__1509,Bla,OXA-5,OXA-5,1509,X58272,80-883,804,no,no
267,LinB__1508,MLS,LinB,LinB,1508,AJ238249,127-930,804,no,no
268,APH-Stph__1534,AGly,APH-Stph,APH-Stph,1534,HE579073,1779213-1778413,801,no,no
269,OXA-10__1515,Bla,OXA-7,OXA-10,1515,U37105,1307-2107,801,no,no
269,OXA-101__1526,Bla,OXA-7,OXA-101,1526,AM412777,118-918,801,no,no
269,OXA-11__1516,Bla,OXA-7,OXA-11,1516,Z22590,155-955,801,no,no
269,OXA-13__1517,Bla,OXA-7,OXA-13,1517,U59183,940-1740,801,no,no
269,OXA-14__1518,Bla,OXA-7,OXA-14,1518,L38523,1-775,775,no,no
269,OXA-142__1527,Bla,OXA-7,OXA-142,1527,EU358785,721-1521,801,no,no
