unique_ID,ResFinderDBname,gene,allele,accession,cluster90%,cluster_contains_multiple_genes,gene_found_in_multiple_clusters,final_gene
1041,blaOXY-3_1_AF491278,blaOXY,1,AF491278,253,no,yes,blaOXY
1550,blaGES-1_1_HQ170511,blaGES,1,HQ170511,254,no,no,blaGES
1564,blaGES-10_1_FJ820124,blaGES,1,FJ820124,254,no,no,blaGES
1565,blaGES-11_1_FJ854362,blaGES,1,FJ854362,254,no,no,blaGES
1566,blaGES-12_1_FN554543,blaGES,1,FN554543,254,no,no,blaGES
1556,blaGES-13_1_GU169702,blaGES,1,GU169702,254,no,no,blaGES
1558,blaGES-14_1_GU207844,blaGES,1,GU207844,254,no,no,blaGES
1560,blaGES-15_1_GU208678,blaGES,1,GU208678,254,no,no,blaGES
1557,blaGES-16_1_HM173356,blaGES,1,HM173356,254,no,no,blaGES
1555,blaGES-17_1_HQ874631,blaGES,1,HQ874631,254,no,no,blaGES
1561,blaGES-2_1_AF326355,blaGES,1,AF326355,254,no,no,blaGES
1552,blaGES-3_1_AB113580,blaGES,1,AB113580,254,no,no,blaGES
1551,blaGES-4_1_AB116723,blaGES,1,AB116723,254,no,no,blaGES
1553,blaGES-5_1_DQ236171,blaGES,1,DQ236171,254,no,no,blaGES
1562,blaGES-6_1_AY494718,blaGES,1,AY494718,254,no,no,blaGES
1554,blaGES-7_1_HM453325,blaGES,1,HM453325,254,no,no,blaGES
1563,blaGES-8_1_AF329699,blaGES,1,AF329699,254,no,no,blaGES
1559,blaGES-9_1_AY920928,blaGES,1,AY920928,254,no,no,blaGES
1567,erm(D)_1_M29832,erm(D),1,M29832,255,no,no,erm(D)
1568,erm(D)_2_L08389,erm(D),2,L08389,255,no,no,erm(D)
1569,erm(D)_3_M77505,erm(D),3,M77505,255,no,no,erm(D)
1545,aac(3)-IIa_1_X51534,aac(3)-IIa,1,X51534,256,yes,no,aac(3)-II
1546,aac(3)-IIc_1_X54723,aac(3)-IIc,1,X54723,256,yes,no,aac(3)-II
1547,aac(3)-IId_1_EU022314,aac(3)-IId,1,EU022314,256,yes,no,aac(3)-II
1548,aac(3)-IIe_1_EU022315,aac(3)-IIe,1,EU022315,256,yes,no,aac(3)-II
1549,aac(3)-VIIIa_1_M55426,aac(3)-VIIIa,1,M55426,257,no,no,aac(3)-VIIIa
1394,blaTEM-1_1_JF910132,blaTEM,1,JF910132,258,no,no,blaTEM
1395,blaTEM-1_4_HM749966,blaTEM,4,HM749966,258,no,no,blaTEM
1396,blaTEM-1_5_FJ560503,blaTEM,5,FJ560503,258,no,no,blaTEM
1403,blaTEM-1_83_AF188200,blaTEM,83,AF188200,258,no,no,blaTEM
1474,blaTEM-10_1_AF093512,blaTEM,1,AF093512,258,no,no,blaTEM
1417,blaTEM-101_1_AF495873,blaTEM,1,AF495873,258,no,no,blaTEM
1494,blaTEM-102_1_AY040093,blaTEM,1,AY040093,258,no,no,blaTEM
1435,blaTEM-104_1_AF516719,blaTEM,1,AF516719,258,no,no,blaTEM
1434,blaTEM-105_1_AF516720,blaTEM,1,AF516720,258,no,no,blaTEM
1402,blaTEM-106_1_AY101578,blaTEM,1,AY101578,258,no,no,blaTEM
1436,blaTEM-107_1_AY101764,blaTEM,1,AY101764,258,no,no,blaTEM
1518,blaTEM-108_1_AF506748,blaTEM,1,AF506748,258,no,no,blaTEM
1423,blaTEM-109_1_AY628175,blaTEM,1,AY628175,258,no,no,blaTEM
1475,blaTEM-11_1_AY874537,blaTEM,1,AY874537,258,no,no,blaTEM
1495,blaTEM-110_1_AY130283,blaTEM,1,AY130283,258,no,no,blaTEM
1519,blaTEM-111_1_AF468003,blaTEM,1,AF468003,258,no,no,blaTEM
1520,blaTEM-112_1_AY589493,blaTEM,1,AY589493,258,no,no,blaTEM
1521,blaTEM-113_1_AY589494,blaTEM,1,AY589494,258,no,no,blaTEM
1522,blaTEM-114_1_AY589495,blaTEM,1,AY589495,258,no,no,blaTEM
1496,blaTEM-115_1_AF535127,blaTEM,1,AF535127,258,no,no,blaTEM
1406,blaTEM-116_16_FJ767901,blaTEM,16,FJ767901,258,no,no,blaTEM
1398,blaTEM-116_4_GU188444,blaTEM,4,GU188444,258,no,no,blaTEM
1401,blaTEM-116_7_AY425988,blaTEM,7,AY425988,258,no,no,blaTEM
1497,blaTEM-117_1_AY130282,blaTEM,1,AY130282,258,no,no,blaTEM
1498,blaTEM-118_1_AY130285,blaTEM,1,AY130285,258,no,no,blaTEM
1428,blaTEM-12_1_M88143,blaTEM,1,M88143,258,no,no,blaTEM
1499,blaTEM-120_1_AY243512,blaTEM,1,AY243512,258,no,no,blaTEM
1433,blaTEM-121_1_AY307374,blaTEM,1,AY307374,258,no,no,blaTEM
1523,blaTEM-122_1_AY307100,blaTEM,1,AY307100,258,no,no,blaTEM
1431,blaTEM-123_1_AY327539,blaTEM,1,AY327539,258,no,no,blaTEM
1430,blaTEM-124_1_AY327540,blaTEM,1,AY327540,258,no,no,blaTEM
1422,blaTEM-125_1_AY628176,blaTEM,1,AY628176,258,no,no,blaTEM
1500,blaTEM-126_1_AY628199,blaTEM,1,AY628199,258,no,no,blaTEM
1501,blaTEM-127_1_AY368236,blaTEM,1,AY368236,258,no,no,blaTEM
1432,blaTEM-128_1_AY359287,blaTEM,1,AY359287,258,no,no,blaTEM
1425,blaTEM-129_1_AY452662,blaTEM,1,AY452662,258,no,no,blaTEM
1479,blaTEM-130_1_AJ866988,blaTEM,1,AJ866988,258,no,no,blaTEM
1426,blaTEM-131_1_AY436361,blaTEM,1,AY436361,258,no,no,blaTEM
1454,blaTEM-132_1_AY491682,blaTEM,1,AY491682,258,no,no,blaTEM
1502,blaTEM-133_1_AY528425,blaTEM,1,AY528425,258,no,no,blaTEM
1424,blaTEM-134_1_AY574271,blaTEM,1,AY574271,258,no,no,blaTEM
1503,blaTEM-135_1_GQ896333,blaTEM,1,GQ896333,258,no,no,blaTEM
1504,blaTEM-136_1_AY826417,blaTEM,1,AY826417,258,no,no,blaTEM
1505,blaTEM-137_1_AM286274,blaTEM,1,AM286274,258,no,no,blaTEM
1429,blaTEM-138_1_AY853593,blaTEM,1,AY853593,258,no,no,blaTEM
1412,blaTEM-139_1_DQ072853,blaTEM,1,DQ072853,258,no,no,blaTEM
1462,blaTEM-141_1_AY956335,blaTEM,1,AY956335,258,no,no,blaTEM
1464,blaTEM-142_1_DQ388882,blaTEM,1,DQ388882,258,no,no,blaTEM
1470,blaTEM-143_1_DQ075245,blaTEM,1,DQ075245,258,no,no,blaTEM
1453,blaTEM-144_1_DQ256080,blaTEM,1,DQ256080,258,no,no,blaTEM
1506,blaTEM-145_1_DQ105528,blaTEM,1,DQ105528,258,no,no,blaTEM
1469,blaTEM-146_1_DQ105529,blaTEM,1,DQ105529,258,no,no,blaTEM
1451,blaTEM-147_1_DQ279850,blaTEM,1,DQ279850,258,no,no,blaTEM
1524,blaTEM-148_1_AM087454,blaTEM,1,AM087454,258,no,no,blaTEM
1461,blaTEM-149_1_DQ369751,blaTEM,1,DQ369751,258,no,no,blaTEM
1393,blaTEM-15_2_HQ877606,blaTEM,2,HQ877606,258,no,no,blaTEM
1409,blaTEM-150_1_AM183304,blaTEM,1,AM183304,258,no,no,blaTEM
1465,blaTEM-151_1_DQ834729,blaTEM,1,DQ834729,258,no,no,blaTEM
1466,blaTEM-152_1_DQ834728,blaTEM,1,DQ834728,258,no,no,blaTEM
1525,blaTEM-154_1_FJ807656,blaTEM,1,FJ807656,258,no,no,blaTEM
1405,blaTEM-155_1_DQ679961,blaTEM,1,DQ679961,258,no,no,blaTEM
1407,blaTEM-156_1_AM941159,blaTEM,1,AM941159,258,no,no,blaTEM
1507,blaTEM-157_1_DQ909059,blaTEM,1,DQ909059,258,no,no,blaTEM
1463,blaTEM-158_1_EF534736,blaTEM,1,EF534736,258,no,no,blaTEM
1460,blaTEM-159_1_EF136376,blaTEM,1,EF136376,258,no,no,blaTEM
1459,blaTEM-160_1_EF136377,blaTEM,1,EF136377,258,no,no,blaTEM
1526,blaTEM-162_1_EF468463,blaTEM,1,EF468463,258,no,no,blaTEM
1420,blaTEM-162_1_EU274580,blaTEM,1,EU274580,258,no,no,blaTEM
1408,blaTEM-163_1_EU815939,blaTEM,1,EU815939,258,no,no,blaTEM
1458,blaTEM-166_1_FJ197316,blaTEM,1,FJ197316,258,no,no,blaTEM
1457,blaTEM-167_1_FJ360884,blaTEM,1,FJ360884,258,no,no,blaTEM
1452,blaTEM-168_1_FJ919776,blaTEM,1,FJ919776,258,no,no,blaTEM
1508,blaTEM-169_1_FJ873740,blaTEM,1,FJ873740,258,no,no,blaTEM
1476,blaTEM-17_1_Y14574,blaTEM,1,Y14574,258,no,no,blaTEM
1527,blaTEM-171_1_GQ149347,blaTEM,1,GQ149347,258,no,no,blaTEM
1509,blaTEM-176_1_GU550123,blaTEM,1,GU550123,258,no,no,blaTEM
1528,blaTEM-177_1_FN652295,blaTEM,1,FN652295,258,no,no,blaTEM
1529,blaTEM-178_1_X97254,blaTEM,1,X97254,258,no,no,blaTEM
1510,blaTEM-183_1_HQ529916,blaTEM,1,HQ529916,258,no,no,blaTEM
1530,blaTEM-187_1_HM246246,blaTEM,1,HM246246,258,no,no,blaTEM
1414,blaTEM-188_1_JN211012,blaTEM,1,JN211012,258,no,no,blaTEM
1415,blaTEM-189_1_JN254627,blaTEM,1,JN254627,258,no,no,blaTEM
1531,blaTEM-190_1_JN416112,blaTEM,1,JN416112,258,no,no,blaTEM
1410,blaTEM-2_1_X54606,blaTEM,1,X54606,258,no,no,blaTEM
1411,blaTEM-2_3_AJ251946,blaTEM,3,AJ251946,258,no,no,blaTEM
1399,blaTEM-20_1_EU527189,blaTEM,1,EU527189,258,no,no,blaTEM
1477,blaTEM-21_1_Y17582,blaTEM,1,Y17582,258,no,no,blaTEM
1478,blaTEM-22_1_Y17583,blaTEM,1,Y17583,258,no,no,blaTEM
1421,blaTEM-24_1_GQ293500,blaTEM,1,GQ293500,258,no,no,blaTEM
1427,blaTEM-28_1_ECU37195,blaTEM,1,ECU37195,258,no,no,blaTEM
1468,blaTEM-29_1_DQ269440,blaTEM,1,DQ269440,258,no,no,blaTEM
1471,blaTEM-3_1_X64523,blaTEM,1,X64523,258,no,no,blaTEM
1511,blaTEM-30_1_AJ437107,blaTEM,1,AJ437107,258,no,no,blaTEM
1483,blaTEM-33_1_GU371926,blaTEM,1,GU371926,258,no,no,blaTEM
1484,blaTEM-42_1_X98047,blaTEM,1,X98047,258,no,no,blaTEM
1443,blaTEM-43_1_KPU95363,blaTEM,1,KPU95363,258,no,no,blaTEM
1512,blaTEM-47_1_Y10279,blaTEM,1,Y10279,258,no,no,blaTEM
1513,blaTEM-48_1_Y10280,blaTEM,1,Y10280,258,no,no,blaTEM
1514,blaTEM-49_1_Y10281,blaTEM,1,Y10281,258,no,no,blaTEM
1397,blaTEM-52_1_AF027199,blaTEM,1,AF027199,258,no,no,blaTEM
1400,blaTEM-52_2_EF141186,blaTEM,2,EF141186,258,no,no,blaTEM
1450,blaTEM-53_1_AF104441,blaTEM,1,AF104441,258,no,no,blaTEM
1448,blaTEM-54_1_AF104442,blaTEM,1,AF104442,258,no,no,blaTEM
1467,blaTEM-55_1_DQ286729,blaTEM,1,DQ286729,258,no,no,blaTEM
1486,blaTEM-57_1_FJ405211,blaTEM,1,FJ405211,258,no,no,blaTEM
1487,blaTEM-59_1_AF062386,blaTEM,1,AF062386,258,no,no,blaTEM
1472,blaTEM-6_1_X57972,blaTEM,1,X57972,258,no,no,blaTEM
1449,blaTEM-60_1_AF047171,blaTEM,1,AF047171,258,no,no,blaTEM
1442,blaTEM-63_1_AF332513,blaTEM,1,AF332513,258,no,no,blaTEM
1416,blaTEM-67_1_AF091113,blaTEM,1,AF091113,258,no,no,blaTEM
1488,blaTEM-68_1_AJ239002,blaTEM,1,AJ239002,258,no,no,blaTEM
1473,blaTEM-7_1_AF527798,blaTEM,1,AF527798,258,no,no,blaTEM
1404,blaTEM-70_1_AF188199,blaTEM,1,AF188199,258,no,no,blaTEM
1418,blaTEM-71_1_AF203816,blaTEM,1,AF203816,258,no,no,blaTEM
1419,blaTEM-72_1_AF157553,blaTEM,1,AF157553,258,no,no,blaTEM
1489,blaTEM-75_1_AY130284,blaTEM,1,AY130284,258,no,no,blaTEM
1445,blaTEM-76_1_AF190694,blaTEM,1,AF190694,258,no,no,blaTEM
1444,blaTEM-77_1_AF190695,blaTEM,1,AF190695,258,no,no,blaTEM
1446,blaTEM-78_1_AF190693,blaTEM,1,AF190693,258,no,no,blaTEM
1447,blaTEM-79_1_AF190692,blaTEM,1,AF190692,258,no,no,blaTEM
1437,blaTEM-80_1_AF347054,blaTEM,1,AF347054,258,no,no,blaTEM
1441,blaTEM-81_1_AF427127,blaTEM,1,AF427127,258,no,no,blaTEM
1440,blaTEM-82_1_AF427128,blaTEM,1,AF427128,258,no,no,blaTEM
1439,blaTEM-83_1_AF427129,blaTEM,1,AF427129,258,no,no,blaTEM
1438,blaTEM-84_1_AF427130,blaTEM,1,AF427130,258,no,no,blaTEM
1490,blaTEM-85_1_AJ277414,blaTEM,1,AJ277414,258,no,no,blaTEM
1482,blaTEM-86_1_AJ277415,blaTEM,1,AJ277415,258,no,no,blaTEM
1456,blaTEM-87_1_AF250872,blaTEM,1,AF250872,258,no,no,blaTEM
1455,blaTEM-88_1_AY027590,blaTEM,1,AY027590,258,no,no,blaTEM
1413,blaTEM-89_1_AY039040,blaTEM,1,AY039040,258,no,no,blaTEM
1491,blaTEM-90_1_AF351241,blaTEM,1,AF351241,258,no,no,blaTEM
1485,blaTEM-91_1_AB049569,blaTEM,1,AB049569,258,no,no,blaTEM
1481,blaTEM-93_1_AJ318093,blaTEM,1,AJ318093,258,no,no,blaTEM
1480,blaTEM-94_1_AJ318094,blaTEM,1,AJ318094,258,no,no,blaTEM
1492,blaTEM-95_1_AJ308558,blaTEM,1,AJ308558,258,no,no,blaTEM
1493,blaTEM-96_1_AY092401,blaTEM,1,AY092401,258,no,no,blaTEM
1515,blaTEM-97_1_AF397067,blaTEM,1,AF397067,258,no,no,blaTEM
1516,blaTEM-98_1_AF397068,blaTEM,1,AF397068,258,no,no,blaTEM
1517,blaTEM-99_1_AF397066,blaTEM,1,AF397066,258,no,no,blaTEM
1532,ant(6)-Ib_1_FN594949,ant(6)-Ib,1,FN594949,259,no,no,ant(6)-Ib
1751,blaOXA-62_1_AY423074,blaOXA,1,AY423074,260,no,yes,blaOXA
1750,aac(3)-Xa_1_AB028210,aac(3)-Xa,1,AB028210,261,no,no,aac(3)-Xa
1749,blaACI-1_1_AJ007350,blaACI,1,AJ007350,262,no,no,blaACI
1745,erm(X)_1_M36726,erm(X),1,M36726,263,no,no,erm(X)
1746,erm(X)_2_X51472,erm(X),2,X51472,263,no,no,erm(X)
1747,erm(X)_3_U21300,erm(X),3,U21300,263,no,no,erm(X)
1748,erm(X)_4_NC_005206,erm(X),4,5206,263,no,no,erm(X)
1775,blaBEL-1_1_DQ089809,blaBEL,1,DQ089809,264,no,no,blaBEL
1776,blaBEL-2_1_FJ666063,blaBEL,1,FJ666063,264,no,no,blaBEL
1777,blaBEL-3_1_GQ202694,blaBEL,1,GQ202694,264,no,no,blaBEL
1755,sul2_1_AF542061,sul,1,AF542061,265,no,yes,sul
1764,sul2_10_AM183225,sul,10,AM183225,265,no,yes,sul
1765,sul2_11_AY232670,sul,11,AY232670,265,no,yes,sul
1766,sul2_12_AF497970,sul,12,AF497970,265,no,yes,sul
1767,sul2_13_AJ289135,sul,13,AJ289135,265,no,yes,sul
1768,sul2_14_AJ514834,sul,14,AJ514834,265,no,yes,sul
1769,sul2_15_FJ968160,sul,15,FJ968160,265,no,yes,sul
1770,sul2_16_FM179941,sul,16,FM179941,265,no,yes,sul
1771,sul2_17_U57647,sul,17,U57647,265,no,yes,sul
1772,sul2_18_AJ830714,sul,18,AJ830714,265,no,yes,sul
1773,sul2_19_AJ319822,sul,19,AJ319822,265,no,yes,sul
1756,sul2_2_GQ421466,sul,2,GQ421466,265,no,yes,sul
1774,sul2_20_AJ830710,sul,20,AJ830710,265,no,yes,sul
1757,sul2_3_HQ840942,sul,3,HQ840942,265,no,yes,sul
1758,sul2_4_AY333434,sul,4,AY333434,265,no,yes,sul
1759,sul2_5_AY524415,sul,5,AY524415,265,no,yes,sul
1760,sul2_6_FN995456,sul,6,FN995456,265,no,yes,sul
1761,sul2_7_HM486907,sul,7,HM486907,265,no,yes,sul
1762,sul2_8_AJ877041,sul,8,AJ877041,265,no,yes,sul
1763,sul2_9_FJ197818,sul,9,FJ197818,265,no,yes,sul
1753,str_1_X92946,str,1,X92946,266,no,yes,str
1754,str_2_FN435330,str,2,FN435330,266,no,yes,str
1752,erm(Z)_1_AM709783,erm(Z),1,AM709783,267,no,no,erm(Z)
1779,aac(3)-IXa_1_M55427,aac(3)-IXa,1,M55427,268,no,no,aac(3)-IXa
1778,aadA16_1_EU675686,aadA,1,EU675686,269,no,yes,aadA
164,rmtC_1_AB194779,rmtC,1,AB194779,270,no,no,rmtC
166,blaZ_11_DQ016057,blaZ,11,DQ016057,271,no,yes,blaZ
167,blaZ_15_DQ016053,blaZ,15,DQ016053,271,no,yes,blaZ
168,blaZ_16_DQ016052,blaZ,16,DQ016052,271,no,yes,blaZ
165,blaZ_2_DQ016066,blaZ,2,DQ016066,271,no,yes,blaZ
169,blaZ_21_DQ016047,blaZ,21,DQ016047,271,no,yes,blaZ
170,blaZ_24_DQ016044,blaZ,24,DQ016044,271,no,yes,blaZ
171,blaZ_32_AP004832,blaZ,32,AP004832,271,no,yes,blaZ
172,blaZ_34_AP003139,blaZ,34,AP003139,271,no,yes,blaZ
173,blaZ_35_AJ302698,blaZ,35,AJ302698,271,no,yes,blaZ
174,blaZ_36_AJ400722,blaZ,36,AJ400722,271,no,yes,blaZ
175,blaZ_39_BX571856,blaZ,39,BX571856,271,no,yes,blaZ
176,blaZ_40_DQ269019,blaZ,40,DQ269019,271,no,yes,blaZ
177,erm(34)_1_AY234334,erm(34),1,AY234334,272,no,no,erm(34)
178,erm(36)_1_AF462611,erm(36),1,AF462611,273,no,no,erm(36)
179,VanW-G_1_AY271782,VanW-G,1,AY271782,274,no,no,VanW-G
184,blaOXA-164_1_GU831575,blaOXA,1,GU831575,275,no,yes,blaOXA
181,blaOXA-58_1_AY665723,blaOXA,1,AY665723,275,no,yes,blaOXA
182,blaOXA-58_14_EU107364,blaOXA,14,EU107364,275,no,yes,blaOXA
180,blaOXA-96_1_DQ519090,blaOXA,1,DQ519090,275,no,yes,blaOXA
183,blaOXA-97_1_EF102240,blaOXA,1,EF102240,275,no,yes,blaOXA
185,erm(32)_1_AJ009971,erm(32),1,AJ009971,276,no,no,erm(32)
186,aac(3)-IIIc_1_L06161,aac(3)-IIIc,1,L06161,277,no,no,aac(3)-IIIc
187,blaOXA-9_2_JF703130,blaOXA,2,JF703130,278,no,yes,blaOXA
188,mph(D)_1_AB048591,mph(D),1,AB048591,279,no,no,mph(D)
1718,VanY-G_1_DQ212986,VanY-G,1,DQ212986,280,no,no,VanY-G
1717,aadA9_1_AJ420072,aadA,1,AJ420072,281,no,yes,aadA
1720,strB_1_M96392,strB,1,M96392,282,no,no,strB
1721,strB_2_M28829,strB,2,M28829,282,no,no,strB
1722,strB_3_AF024602,strB,3,AF024602,282,no,no,strB
1724,strB_4_FJ474091,strB,4,FJ474091,282,no,no,strB
1723,strB_4_NC_003384,strB,4,3384,282,no,no,strB
1719,lmr(B)_1_X62867,lmr(B),1,X62867,283,no,no,lmr(B)
1730,aadA10_1_U37105,aadA,1,U37105,284,no,yes,aadA
1725,blaOXA-30_1_EF543148,blaOXA,1,EF543148,285,no,yes,blaOXA
1727,blaOXA-30_2_EU339234,blaOXA,2,EU339234,285,no,yes,blaOXA
1728,blaOXA-31_1_AF294653,blaOXA,1,AF294653,285,no,yes,blaOXA
1726,blaOXA-4_1_AY162283,blaOXA,1,AY162283,285,no,yes,blaOXA
1729,blaOXA-47_1_AY237830,blaOXA,1,AY237830,285,no,yes,blaOXA
1743,blaSMP-1_2_AJ92820,blaSMP,2,AJ92820,286,yes,no,blaSPM
1742,blaSPM-1_1_HM370523,blaSPM,1,HM370523,286,yes,no,blaSPM
1744,blaSPM-1_3_AY341249,blaSPM,3,AY341249,286,yes,no,blaSPM
1739,blaOXA-141_1_EF552405,blaOXA,1,EF552405,287,no,yes,blaOXA
1741,blaOXA-144_1_FJ617207,blaOXA,1,FJ617207,287,no,yes,blaOXA
1737,blaOXA-15_1_U63835,blaOXA,1,U63835,287,no,yes,blaOXA
1734,blaOXA-161_1_GQ202693,blaOXA,1,GQ202693,287,no,yes,blaOXA
1735,blaOXA-2_1_DQ310703,blaOXA,1,DQ310703,287,no,yes,blaOXA
1733,blaOXA-2_1_GQ466184,blaOXA,1,GQ466184,287,no,yes,blaOXA
1736,blaOXA-2_2_AY444814,blaOXA,2,AY444814,287,no,yes,blaOXA
1731,blaOXA-210_1_JF795487,blaOXA,1,JF795487,287,no,yes,blaOXA
1738,blaOXA-32_1_AF315351,blaOXA,1,AF315351,287,no,yes,blaOXA
1740,blaOXA-34_1_AF350424,blaOXA,1,AF350424,287,no,yes,blaOXA
1732,blaOXA-36_1_AF300985,blaOXA,1,AF300985,287,no,yes,blaOXA
1712,blaOXA-139_1_AM991978,blaOXA,1,AM991978,288,no,yes,blaOXA
1711,blaOXA-160_1_GU199038,blaOXA,1,GU199038,288,no,yes,blaOXA
1714,blaOXA-25_1_AF201826,blaOXA,1,AF201826,288,no,yes,blaOXA
1713,blaOXA-26_1_AF201827,blaOXA,1,AF201827,288,no,yes,blaOXA
1709,blaOXA-40_1_GU199040,blaOXA,1,GU199040,288,no,yes,blaOXA
1710,blaOXA-72_1_GU199039,blaOXA,1,GU199039,288,no,yes,blaOXA
1708,blaOXA-182_1_HM640278,blaOXA,1,HM640278,289,no,yes,blaOXA
130,blaOXA-18_1_EU503121,blaOXA,1,EU503121,290,no,yes,blaOXA
131,blaOXA-53_1_AY289608,blaOXA,1,AY289608,291,no,yes,blaOXA
128,blaOXA-21_2_DQ993182,blaOXA,2,DQ993182,292,no,yes,blaOXA
126,blaOXA-3_1_L07945,blaOXA,1,L07945,292,no,yes,blaOXA
127,blaOXA-30_1_DQ522237,blaOXA,1,DQ522237,292,no,yes,blaOXA
129,blaOXA-143_1_GQ861437,blaOXA,1,GQ861437,293,no,yes,blaOXA
119,blaOXA-114_1_HM368376,blaOXA,1,HM368376,294,no,yes,blaOXA
120,blaOXA-114_2_HM368375,blaOXA,2,HM368375,294,no,yes,blaOXA
121,blaOXA-114_3_HM104634,blaOXA,3,HM104634,294,no,yes,blaOXA
122,blaOXA-114_4_HM104633,blaOXA,4,HM104633,294,no,yes,blaOXA
123,blaOXA-114_5_HM056041,blaOXA,5,HM056041,294,no,yes,blaOXA
124,blaOXA-114_6_HM056040,blaOXA,6,HM056040,294,no,yes,blaOXA
125,VanW-B_1_AF192329,VanW-B,1,AF192329,295,no,no,VanW-B
34,apmA_1_FN806789,apmA,1,FN806789,296,no,no,apmA
78,blaOXA-106_1_EF650032,blaOXA,1,EF650032,297,no,yes,blaOXA
77,blaOXA-107_1_EF650033,blaOXA,1,EF650033,297,no,yes,blaOXA
76,blaOXA-108_1_EF650034,blaOXA,1,EF650034,297,no,yes,blaOXA
75,blaOXA-109_1_EF650035,blaOXA,1,EF650035,297,no,yes,blaOXA
74,blaOXA-110_1_EF650036,blaOXA,1,EF650036,297,no,yes,blaOXA
73,blaOXA-111_1_EF650037,blaOXA,1,EF650037,297,no,yes,blaOXA
72,blaOXA-112_1_EF650038,blaOXA,1,EF650038,297,no,yes,blaOXA
96,blaOXA-113_1_EF653400,blaOXA,1,EF653400,297,no,yes,blaOXA
46,blaOXA-115_1_EU029998,blaOXA,1,EU029998,297,no,yes,blaOXA
68,blaOXA-116_1_EU220744,blaOXA,1,EU220744,297,no,yes,blaOXA
48,blaOXA-117_1_GQ423625,blaOXA,1,GQ423625,297,no,yes,blaOXA
67,blaOXA-117_2_EU220745,blaOXA,2,EU220745,297,no,yes,blaOXA
118,blaOXA-128_1_EU375515,blaOXA,1,EU375515,297,no,yes,blaOXA
51,blaOXA-130_1_EU547445,blaOXA,1,EU547445,297,no,yes,blaOXA
50,blaOXA-131_1_EU547446,blaOXA,1,EU547446,297,no,yes,blaOXA
49,blaOXA-132_1_EU547447,blaOXA,1,EU547447,297,no,yes,blaOXA
45,blaOXA-138_1_EU670845,blaOXA,1,EU670845,297,no,yes,blaOXA
97,blaOXA-144_2_FJ872530,blaOXA,2,FJ872530,297,no,yes,blaOXA
98,blaOXA-148_1_GQ853679,blaOXA,1,GQ853679,297,no,yes,blaOXA
99,blaOXA-149_1_GQ853680,blaOXA,1,GQ853680,297,no,yes,blaOXA
100,blaOXA-150_1_GQ853681,blaOXA,1,GQ853681,297,no,yes,blaOXA
101,blaOXA-172_1_HM113558,blaOXA,1,HM113558,297,no,yes,blaOXA
102,blaOXA-173_1_HM113559,blaOXA,1,HM113559,297,no,yes,blaOXA
103,blaOXA-174_1_HM113560,blaOXA,1,HM113560,297,no,yes,blaOXA
104,blaOXA-175_1_HM113561,blaOXA,1,HM113561,297,no,yes,blaOXA
105,blaOXA-176_1_HM113562,blaOXA,1,HM113562,297,no,yes,blaOXA
106,blaOXA-177_1_HM113563,blaOXA,1,HM113563,297,no,yes,blaOXA
107,blaOXA-178_1_HM113564,blaOXA,1,HM113564,297,no,yes,blaOXA
108,blaOXA-179_1_HM570035,blaOXA,1,HM570035,297,no,yes,blaOXA
109,blaOXA-180_1_HM570036,blaOXA,1,HM570036,297,no,yes,blaOXA
110,blaOXA-194_1_HQ425492,blaOXA,1,HQ425492,297,no,yes,blaOXA
111,blaOXA-195_1_HQ425493,blaOXA,1,HQ425493,297,no,yes,blaOXA
112,blaOXA-196_1_HQ425494,blaOXA,1,HQ425494,297,no,yes,blaOXA
113,blaOXA-197_1_HQ425495,blaOXA,1,HQ425495,297,no,yes,blaOXA
114,blaOXA-199_1_HQ637466,blaOXA,1,HQ637466,297,no,yes,blaOXA
39,blaOXA-200_1_HQ734811,blaOXA,1,HQ734811,297,no,yes,blaOXA
115,blaOXA-201_1_HQ734812,blaOXA,1,HQ734812,297,no,yes,blaOXA
38,blaOXA-202_1_HQ734813,blaOXA,1,HQ734813,297,no,yes,blaOXA
116,blaOXA-203_1_HQ998857,blaOXA,1,HQ998857,297,no,yes,blaOXA
117,blaOXA-208_1_FR853176,blaOXA,1,FR853176,297,no,yes,blaOXA
35,blaOXA-216_1_FR865168,blaOXA,1,FR865168,297,no,yes,blaOXA
36,blaOXA-219_1_JN215211,blaOXA,1,JN215211,297,no,yes,blaOXA
37,blaOXA-223_1_JN248564,blaOXA,1,JN248564,297,no,yes,blaOXA
82,blaOXA-51_1_AJ309734,blaOXA,1,AJ309734,297,no,yes,blaOXA
65,blaOXA-51_10_EU255289,blaOXA,10,EU255289,297,no,yes,blaOXA
66,blaOXA-51_11_EU255288,blaOXA,11,EU255288,297,no,yes,blaOXA
58,blaOXA-51_3_EU255296,blaOXA,3,EU255296,297,no,yes,blaOXA
59,blaOXA-51_4_EU255295,blaOXA,4,EU255295,297,no,yes,blaOXA
60,blaOXA-51_5_EU255294,blaOXA,5,EU255294,297,no,yes,blaOXA
61,blaOXA-51_6_EU255293,blaOXA,6,EU255293,297,no,yes,blaOXA
62,blaOXA-51_7_EU255292,blaOXA,7,EU255292,297,no,yes,blaOXA
63,blaOXA-51_8_EU255291,blaOXA,8,EU255291,297,no,yes,blaOXA
64,blaOXA-51_9_EU255290,blaOXA,9,EU255290,297,no,yes,blaOXA
